"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ISE00105694","1963-04","32.0","34.7994","30.0","BET DAGAN, IS","31.1","E","25.9",",E","5",",E","1",",E","0",",E","0",",E","0",",E","0",",E","26",",E","1",",E","6.5",",E,13,+","2.6",",,E,22,","34.0",",E,19,","521.7","E","25.3",",E","6.5",",,,E","18.35",",E","24.71",",,,E","12.00",",,,E"
"ISE00105694","1963-05","32.0","34.7994","30.0","BET DAGAN, IS","107.5","E","76.4",",E","1",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","5",",E","8.3",",E,03,","4.0",",,E,06,","39.0",",E,22,","528.6","E","6.9",",E","4.0",",,,E","20.58",",E","27.09",",,,E","14.06",",,,E"
"ISE00105694","1963-06","32.0","34.7994","30.0","BET DAGAN, IS","249.6","E","142.1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","3",",E","11.7",",E,04,","0.0",",,E,30,+","38.8",",E,07,","528.6","E","0.0",",E","0.0",",,,E","23.07",",E","29.09",",,,E","17.04",",,,E"
"ISE00105694","1963-07","32.0","34.7994","30.0","BET DAGAN, IS","467.1","E","217.5",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","0",",E","17.7",",E,02,","0.0",",,E,31,+","32.0",",E,18,","0.0","E","0.0",",E","0.0",",,,E","25.35",",E","30.59",",,,E","20.11",",,,E"
"ISE00105694","1963-08","32.0","34.7994","30.0","BET DAGAN, IS","720.8","E","253.7",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","4",",E","17.8",",E,31,","0.0",",,E,31,+","33.0",",E,17,","0.0","E","0.0",",E","0.0",",,,E","26.52",",E","31.64",",,,E","21.40",",,,E"
"ISE00105694","1963-09","32.0","34.7994","30.0","BET DAGAN, IS","919.2","E","198.4",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","1",",E","17.4",",E,27,+","0.0",",,E,30,+","32.2",",E,05,","0.0","E","0.0",",E","0.0",",,,E","24.95",",E","30.51",",,,E","19.38",",,,E"
"ISE00105694","1963-10","32.0","34.7994","30.0","BET DAGAN, IS","1058.7","E","139.5",",E","6",",E","3",",E","1",",E","0",",E","0",",E","0",",E","29",",E","5",",E","11.8",",E,29,","83.5",",,E,21,","34.8",",E,19,","0.8","E","0.8",",E","125.4",",,,E","22.81",",E","28.76",",,,E","16.85",",,,E"
"ISE00105694","1963-11","32.0","34.7994","30.0","BET DAGAN, IS","1069.5","E","10.8",",E","6",",E","6",",E","0",",E","0",",E","0",",E","0",",E","29",",E","0",",E","6.1",",E,29,","17.5",",,E,19,","29.1",",E,06,","28.4","E","27.6",",E","61.3",",,,E","17.77",",E","24.09",",,,E","11.45",",,,E"
"ISE00105694","1963-12","32.0","34.7994","30.0","BET DAGAN, IS","1069.5","E","0.0",",E","9",",E","7",",E","2",",E","0",",E","2",",E","0",",E","9",",E","0",",E","-1.4",",E,28,","40.1",",,E,07,","25.6",",E,22,","184.4","E","156.0",",E","152.9",",,,E","13.30",",E","19.55",",,,E","7.05",",,,E"
"ISE00105694","1964-01","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","14",",E","9",",E","2",",E","0",",E","1",",E","0",",E","2",",E","0",",E","-2.0",",E,21,","39.9",",,E,23,","22.0",",E,31,","418.3","E","233.9",",E","130.8",",,,E","10.79",",E","16.27",",,,E","5.31",",,,E"
"ISE00105694","1964-02","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","16",",E","11",",E","1",",E","0",",E","0",",E","0",",E","3",",E","0",",E","2.2",",E,08,","36.3",",,E,03,","23.2",",E,27,","588.7","E","170.4",",E","151.6",",,,E","12.46",",E","17.42",",,,E","7.50",",,,E"
"ISE00105694","1964-03","32.0","34.7994","30.0","BET DAGAN, IS","1.2","E","1.2",",E","10",",E","5",",E","0",",E","0",",E","0",",E","0",",E","14",",E","0",",E","4.0",",E,05,","24.6",",,E,24,","27.9",",E,05,","672.3","E","83.6",",E","49.9",",,,E","15.68",",E","21.35",",,,E","10.00",",,,E"
"ISE00105694","1964-04","32.0","34.7994","30.0","BET DAGAN, IS","11.7","E","10.5",",E","4",",E","1",",E","0",",E","0",",E","0",",E","0",",E","17",",E","0",",E","5.8",",E,14,","8.8",",,E,15,","32.0",",E,26,","735.4","E","63.1",",E","10.0",",,,E","16.58",",E","22.95",",,,E","10.21",",,,E"
"ISE00105694","1964-05","32.0","34.7994","30.0","BET DAGAN, IS","47.3","E","35.6",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","4",",E","6.5",",E,02,","0.2",",,E,09,+","36.3",",E,30,","770.8","E","35.4",",E","0.4",",,,E","18.34",",E","25.11",",,,E","11.56",",,,E"
"ISE00105694","1964-06","32.0","34.7994","30.0","BET DAGAN, IS","179.5","E","132.2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","3",",E","12.5",",E,03,","0.0",",,E,30,+","36.0",",E,01,","770.8","E","0.0",",E","0.0",",,,E","22.74",",E","28.83",",,,E","16.65",",,,E"
"ISE00105694","1964-07","32.0","34.7994","30.0","BET DAGAN, IS","361.6","E","182.1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","1",",E","14.5",",E,01,","0.0",",,E,31,+","32.4",",E,01,","0.0","E","0.0",",E","0.0",",,,E","24.21",",E","29.61",",,,E","18.81",",,,E"
"ISE00105694","1964-08","32.0","34.7994","30.0","BET DAGAN, IS","563.2","E","201.6",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","0",",E","16.0",",E,31,","0.0",",,E,31,+","31.6",",E,12,","0.0","E","0.0",",E","0.0",",,,E","24.84",",E","30.18",",,,E","19.49",",,,E"
"ISE00105694","1964-09","32.0","34.7994","30.0","BET DAGAN, IS","705.2","E","142.0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","0",",E","12.8",",E,30,","0.0",",,E,30,+","31.2",",E,15,","0.0","E","0.0",",E","0.0",",,,E","23.07",",E","29.05",",,,E","17.08",",,,E"
"ISE00105694","1964-10","32.0","34.7994","30.0","BET DAGAN, IS","765.7","E","60.5",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","3",",E","7.1",",E,31,","0.0",",,E,31,+","34.5",",E,25,","2.3","E","2.3",",E","0.0",",,,E","20.21",",E","28.54",",,,E","11.88",",,,E"
"ISE00105694","1964-11","32.0","34.7994","30.0","BET DAGAN, IS","775.3","E","9.6",",E","10",",E","8",",E","4",",E","0",",E","0",",E","0",",E","19",",E","0",",E","6.0",",E,30,","98.0",",,E,20,","31.5",",E,12,","53.6","E","51.3",",E","272.3",",,,E","16.94",",E","23.22",",,,E","10.66",",,,E"
"ISE00105694","1964-12","32.0","34.7994","30.0","BET DAGAN, IS","776.1","E","0.8",",E","9",",E","6",",E","3",",E","0",",E","0",",E","0",",E","9",",E","0",",E","4.4",",E,20,+","106.5",",,E,09,","25.7",",E,02,","189.8","E","136.2",",E","264.2",",,,E","13.97",",E","19.76",",,,E","8.17",",,,E"
"ISE00105694","1965-01","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","17",",E","10",",E","2",",E","0",",E","0",",E","0",",E","1",",E","0",",E","3.7",",E,31,","75.3",",,E,25,","21.4",",E,22,","376.3","E","186.5",",E","254.6",",,,E","12.32",",E","17.24",",,,E","7.40",",,,E"
"ISE00105694","1965-02","32.0","34.7994","30.0","BET DAGAN, IS","2.3","E","2.3",",E","12",",E","9",",E","0",",E","0",",E","0",",E","0",",E","5",",E","0",",E","2.2",",E,25,","12.3",",,E,03,","28.0",",E,11,","535.9","E","159.6",",E","69.8",",,,E","12.71",",E","18.73",",,,E","6.70",",,,E"
"ISE00105694","1965-03","32.0","34.7994","30.0","BET DAGAN, IS","14.2","E","11.9",",E","7",",E","4",",E","0",",E","0",",E","0",",E","0",",E","17",",E","2",",E","1.6",",E,13,","16.7",",,E,21,","33.2",",E,05,","629.7","E","93.8",",E","38.9",",,,E","15.69",",E","22.61",",,,E","8.77",",,,E"
"ISE00105694","1965-04","32.0","34.7994","30.0","BET DAGAN, IS","54.2","E","40.0",",E","5",",E","2",",E","0",",E","0",",E","0",",E","0",",E","17",",E","5",",E","4.8",",E,06,","5.8",",,E,01,","38.6",",E,24,","702.0","E","72.3",",E","11.7",",,,E","17.26",",E","24.21",",,,E","10.30",",,,E"
"ISE00105694","1965-05","32.0","34.7994","30.0","BET DAGAN, IS","114.5","E","60.3",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","3",",E","6.1",",E,07,","0.0",",,E,31,+","35.6",",E,19,","724.8","E","22.8",",E","0.0",",,,E","19.54",",E","26.61",",,,E","12.47",",,,E"
"ISE00105694","1965-06","32.0","34.7994","30.0","BET DAGAN, IS","277.1","E","162.6",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","6",",E","14.0",",E,05,","0.0",",,E,30,+","38.6",",E,13,","724.8","E","0.0",",E","0.0",",,,E","23.75",",E","30.34",",,,E","17.17",",,,E"
"ISE00105694","1965-07","32.0","34.7994","30.0","BET DAGAN, IS","471.0","E","193.9",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","2",",E","14.1",",E,20,","0.0",",,E,31,+","32.8",",E,07,","0.0","E","0.0",",E","0.0",",,,E","24.59",",E","30.33",",,,E","18.84",",,,E"
"ISE00105694","1965-08","32.0","34.7994","30.0","BET DAGAN, IS","683.6","E","212.6",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","0",",E","16.1",",E,31,","0.0",",,E,31,+","31.7",",E,03,","0.0","E","0.0",",E","0.0",",,,E","25.19",",E","30.54",",,,E","19.84",",,,E"
"ISE00105694","1965-09","32.0","34.7994","30.0","BET DAGAN, IS","850.6","E","167.0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","1",",E","12.9",",E,21,","0.2",",,E,17,","33.3",",E,30,","0.0","E","0.0",",E","0.2",",,,E","23.90",",E","29.88",",,,E","17.92",",,,E"
"ISE00105694","1965-10","32.0","34.7994","30.0","BET DAGAN, IS","927.0","E","76.4",",E","7",",E","5",",E","0",",E","0",",E","0",",E","0",",E","31",",E","1",",E","8.1",",E,31,","9.7",",,E,22,","32.9",",E,01,","9.7","E","9.7",",E","34.8",",,,E","20.48",",E","26.78",",,,E","14.18",",,,E"
"ISE00105694","1965-11","32.0","34.7994","30.0","BET DAGAN, IS","932.2","E","5.2",",E","4",",E","3",",E","1",",E","0",",E","0",",E","0",",E","26",",E","0",",E","6.4",",E,20,","37.0",",,E,06,","29.0",",E,03,","66.5","E","56.8",",E","59.8",",,,E","16.61",",E","23.31",",,,E","9.91",",,,E"
"ISE00105694","1965-12","32.0","34.7994","30.0","BET DAGAN, IS","932.2","E","0.0",",E","7",",E","5",",E","0",",E","0",",E","0",",E","0",",E","11",",E","0",",E","2.6",",E,19,","23.3",",,E,22,","28.2",",E,31,","195.0","E","128.5",",E","64.8",",,,E","14.19",",E","20.19",",,,E","8.18",",,,E"
"ISE00105694","1966-01","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","8",",E","6",",E","1",",E","0",",E","0",",E","0",",E","8",",E","0",",E","1.2",",E,18,+","29.9",",,E,24,","25.1",",E,22,","360.6","E","165.6",",E","77.5",",,,E","12.99",",E","19.32",",,,E","6.66",",,,E"
"ISE00105694","1966-02","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","6",",E","5",",E","0",",E","0",",E","0",",E","0",",E","6",",E","0",",E","3.7",",E,24,","19.4",",,E,01,","24.7",",E,25,","506.9","E","146.3",",E","58.8",",,,E","13.11",",E","19.57",",,,E","6.64",",,,E"
"ISE00105694","1966-03","32.0","34.7994","30.0","BET DAGAN, IS","2.4","E","2.4",",E","8",",E","4",",E","0",",E","0",",E","0",",E","0",",E","13",",E","0",",E","2.4",",E,23,","22.8",",,E,17,","29.2",",E,16,","629.1","E","122.2",",E","59.0",",,,E","14.47",",E","21.11",",,,E","7.82",",,,E"
"ISE00105694","1966-04","32.0","34.7994","30.0","BET DAGAN, IS","48.5","E","46.1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","24",",E","5",",E","4.8",",E,10,","0.2",",,E,05,","39.6",",E,29,","676.6","E","47.5",",E","0.2",",,,E","18.29",",E","26.13",",,,E","10.45",",,,E"
"ISE00105694","1966-05","32.0","34.7994","30.0","BET DAGAN, IS","97.0","E","48.5",",E","1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","2",",E","6.9",",E,06,","0.5",",,E,01,","39.4",",E,18,","689.1","E","12.5",",E","0.5",",,,E","19.49",",E","26.31",",,,E","12.68",",,,E"
"ISE00105694","1966-06","32.0","34.7994","30.0","BET DAGAN, IS","237.2","E","140.2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","2",",E","12.1",",E,02,","0.0",",,E,30,+","40.0",",E,03,","689.1","E","0.0",",E","0.0",",,,E","23.01",",E","29.41",",,,E","16.60",",,,E"
"ISE00105694","1966-07","32.0","34.7994","30.0","BET DAGAN, IS","443.7","E","206.5",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","4",",E","15.4",",E,10,","0.0",",,E,31,+","33.1",",E,20,","0.0","E","0.0",",E","0.0",",,,E","24.99",",E","30.54",",,,E","19.45",",,,E"
"ISE00105694","1966-08","32.0","34.7994","30.0","BET DAGAN, IS","663.6","E","219.9",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","3",",E","16.3",",E,29,","0.0",",,E,31,+","32.6",",E,29,","0.0","E","0.0",",E","0.0",",,,E","25.43",",E","31.06",",,,E","19.80",",,,E"
"ISE00105694","1966-09","32.0","34.7994","30.0","BET DAGAN, IS","833.8","E","170.2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","1",",E","15.4",",E,28,","0.0",",,E,30,+","35.0",",E,22,","0.0","E","0.0",",E","0.0",",,,E","24.01",",E","29.85",",,,E","18.16",",,,E"
"ISE00105694","1966-10","32.0","34.7994","30.0","BET DAGAN, IS","944.3","E","110.5",",E","5",",E","2",",E","0",",E","0",",E","0",",E","0",",E","31",",E","1",",E","11.2",",E,23,","15.9",",,E,10,","32.3",",E,31,","0.0","E","0.0",",E","27.5",",,,E","21.90",",E","28.56",",,,E","15.24",",,,E"
"ISE00105694","1966-11","32.0","34.7994","30.0","BET DAGAN, IS","1014.9","E","70.6",",E","6",",E","6",",E","0",",E","0",",E","0",",E","0",",E","30",",E","3",",E","9.0",",E,25,","8.3",",,E,14,","34.1",",E,04,","0.2","E","0.2",",E","30.9",",,,E","20.68",",E","27.89",",,,E","13.48",",,,E"
"ISE00105694","1966-12","32.0","34.7994","30.0","BET DAGAN, IS","1023.0","E","8.1",",E","11",",E","9",",E","3",",E","0",",E","0",",E","0",",E","14",",E","0",",E","4.6",",E,28,","86.7",",,E,10,","30.5",",E,06,","101.1","E","100.9",",E","261.0",",,,E","15.34",",E","20.54",",,,E","10.14",",,,E"
"ISE00105694","1967-01","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","14",",E","11",",E","4",",E","0",",E","1",",E","0",",E","2",",E","0",",E","-1.0",",E,24,","41.5",",,E,27,","23.8",",E,14,","310.8","E","209.7",",E","230.3",",,,E","11.57",",E","17.07",",,,E","6.06",",,,E"
"ISE00105694","1967-02","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","13",",E","8",",E","0",",E","0",",E","0",",E","0",",E","2",",E","0",",E","1.8",",E,03,","22.6",",,E,16,","23.3",",E,27,","495.1","E","184.3",",E","82.4",",,,E","11.75",",E","17.13",",,,E","6.38",",,,E"
"ISE00105694","1967-03","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","10",",E","8",",E","1",",E","0",",E","0",",E","0",",E","3",",E","0",",E","2.7",",E,01,","26.4",",,E,04,","24.6",",E,15,","666.6","E","171.5",",E","111.8",",,,E","12.80",",E","18.52",",,,E","7.08",",,,E"
"ISE00105694","1967-04","32.0","34.7994","30.0","BET DAGAN, IS","11.6","E","11.6",",E","3",",E","1",",E","0",",E","0",",E","0",",E","0",",E","23",",E","0",",E","5.9",",E,01,","3.2",",,E,03,","31.7",",E,23,","724.9","E","58.3",",E","4.1",",,,E","16.78",",E","23.57",",,,E","9.98",",,,E"
"ISE00105694","1967-05","32.0","34.7994","30.0","BET DAGAN, IS","58.6","E","47.0",",E","2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","1",",E","9.1",",E,04,","2.2",",,E,01,","38.0",",E,21,","731.8","E","6.9",",E","3.9",",,,E","19.63",",E","25.68",",,,E","13.57",",,,E"
"ISE00105694","1967-06","32.0","34.7994","30.0","BET DAGAN, IS","183.0","E","124.4",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","2",",E","11.5",",E,01,","0.0",",,E,30,+","35.8",",E,21,","731.8","E","0.0",",E","0.0",",,,E","22.48",",E","29.02",",,,E","15.94",",,,E"
"ISE00105694","1967-07","32.0","34.7994","30.0","BET DAGAN, IS","380.7","E","197.7",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","0",",E","16.5",",E,01,","0.0",",,E,31,+","31.5",",E,24,","0.0","E","0.0",",E","0.0",",,,E","24.71",",E","30.18",",,,E","19.25",",,,E"
"ISE00105694","1967-08","32.0","34.7994","30.0","BET DAGAN, IS","607.1","E","226.4",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","7",",E","16.8",",E,21,","0.0",",,E,31,+","35.0",",E,08,","0.0","E","0.0",",E","0.0",",,,E","25.64",",E","31.70",",,,E","19.57",",,,E"
"ISE00105694","1967-09","32.0","34.7994","30.0","BET DAGAN, IS","776.7","E","169.6",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","1",",E","16.2",",E,26,+","0.2",",,E,16,","34.5",",E,08,","0.0","E","0.0",",E","0.2",",,,E","23.99",",E","29.81",",,,E","18.16",",,,E"
"ISE00105694","1967-10","32.0","34.7994","30.0","BET DAGAN, IS","875.0","E","98.3",",E","3",",E","3",",E","0",",E","0",",E","0",",E","0",",E","31",",E","1",",E","11.7",",E,13,","11.7",",,E,10,","33.4",",E,30,","0.2","E","0.2",",E","21.0",",,,E","21.50",",E","27.68",",,,E","15.32",",,,E"
"ISE00105694","1967-11","32.0","34.7994","30.0","BET DAGAN, IS","888.7","E","13.7",",E","8",",E","7",",E","1",",E","0",",E","0",",E","0",",E","24",",E","1",",E","6.4",",E,28,","29.1",",,E,22,","33.0",",E,02,","45.6","E","45.4",",E","72.0",",,,E","17.28",",E","23.66",",,,E","10.89",",,,E"
"ISE00105694","1967-12","32.0","34.7994","30.0","BET DAGAN, IS","889.0","E","0.3",",E","16",",E","10",",E","1",",E","0",",E","0",",E","0",",E","11",",E","0",",E","4.5",",E,11,","25.8",",,E,25,","25.5",",E,14,","157.5","E","111.9",",E","113.2",",,,E","14.73",",E","19.95",",,,E","9.52",",,,E"
"ISE00105694","1968-01","32.0","34.7994","30.0","BET DAGAN, IS","0.0","E","0.0",",E","14",",E","12",",E","1",",E","0",",E","0",",E","0",",E","2",",E","0",",E","2.6",",E,09,","33.6",",,E,13,","22.8",",E,12,","343.4","E","185.9",",E","123.9",",,,E","12.34",",E","17.44",",,,E","7.23",",,,E"
"ISE00105694","1968-02","32.0","34.7994","30.0","BET DAGAN, IS","1.9","E","1.9",",E","10",",E","5",",E","0",",E","0",",E","0",",E","0",",E","5",",E","0",",E","1.2",",E,02,","10.8",",,E,20,","31.0",",E,29,","522.9","E","179.5",",E","31.4",",,,E","12.21",",E","18.92",",,,E","5.49",",,,E"
"ISE00105694","1968-03","32.0","34.7994","30.0","BET DAGAN, IS","5.9","E","4.0",",E","6",",E","1",",E","0",",E","0",",E","0",",E","0",",E","10",",E","1",",E","1.9",",E,22,","14.4",",,E,26,","34.1",",E,12,","662.7","E","139.8",",E","21.7",",,,E","13.95",",E","20.24",",,,E","7.67",",,,E"
"ISE00105694","1968-04","32.0","34.7994","30.0","BET DAGAN, IS","42.2","E","36.3",",E","4",",E","3",",E","1",",E","0",",E","0",",E","0",",E","26",",E","3",",E","5.4",",E,06,","32.8",",,E,22,","37.8",",E,14,","707.2","E","44.5",",E","44.8",",,,E","18.06",",E","25.07",",,,E","11.05",",,,E"
"ISE00105694","1968-05","32.0","34.7994","30.0","BET DAGAN, IS","141.9","E","99.7",",E","1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","2",",E","10.7",",E,01,","0.4",",,E,24,","41.4",",E,18,","708.0","E","0.8",",E","0.4",",,,E","21.52",",E","27.71",",,,E","15.34",",,,E"
"ISE00105694","1968-06","32.0","34.7994","30.0","BET DAGAN, IS","315.8","E","173.9",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","4",",E","14.6",",E,01,","0.0",",,E,30,+","35.9",",E,09,","708.0","E","0.0",",E","0.0",",,,E","24.13",",E","30.17",",,,E","18.09",",,,E"
"ISE00105694","1968-07","32.0","34.7994","30.0","BET DAGAN, IS","549.2","E","233.4",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","11",",E","16.4",",E,02,","0.0",",,E,31,+","33.9",",E,11,","0.0","E","0.0",",E","0.0",",,,E","25.86",",E","31.66",",,,E","20.07",",,,E"
"ISE00105694","1968-08","32.0","34.7994","30.0","BET DAGAN, IS","773.8","E","224.6",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","6",",E","17.5",",E,05,","0.0",",,E,31,+","37.4",",E,14,","0.0","E","0.0",",E","0.0",",,,E","25.58",",E","31.40",",,,E","19.76",",,,E"
"ISE00105694","1968-09","32.0","34.7994","30.0","BET DAGAN, IS","945.4","E","171.6",",E","1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","3",",E","14.4",",E,28,","0.5",",,E,01,","34.9",",E,19,","0.0","E","0.0",",E","0.5",",,,E","24.05",",E","30.09",",,,E","18.02",",,,E"
"ISE00105694","1968-10","32.0","34.7994","30.0","BET DAGAN, IS","1034.3","E","88.9",",E","6",",E","4",",E","0",",E","0",",E","0",",E","0",",E","31",",E","0",",E","12.4",",E,28,","17.4",",,E,30,","30.6",",E,15,","0.0","E","0.0",",E","40.6",",,,E","21.20",",E","27.24",",,,E","15.16",",,,E"
"ISE00105694","1968-11","32.0","34.7994","30.0","BET DAGAN, IS","1052.1","E","17.8",",E","7",",E","5",",E","2",",E","0",",E","0",",E","0",",E","26",",E","0",",E","8.5",",E,20,","30.0",",,E,24,","28.5",",E,20,","15.4","E","15.4",",E","72.9",",,,E","18.41",",E","24.69",",,,E","12.14",",,,E"
