"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001092678","1961-09","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","","","0.0",",C","9",",C","6",",C","0",",C","1",",C","0",",C","22",",C","0",",C","5",",C","0",",C","-10.0",",C,26,","36",",,C,27,","18.3",",,C,04,","25.0",",C,14,","","","331.7",",C","53.4",",,,C","36",",,,C","7.28",",C","15.96",",,,C","-1.41",",,,C"
"CA001092678","1961-10","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","","","0.0",",C","13",",C","5",",C","0",",C","1",",C","0",",C","23",",C","1",",C","2",",C","0",",C","-17.2",",C,21,","104",",,C,26,","19.6",",,C,08,","25.0",",C,14,","","","465.5",",C","54.0",",,,C","124",",,,C","3.32",",C","8.96",",,,C","-2.33",",,,C"
"CA001092678","1961-11","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","","","0.0",",C","12",",C","6",",C","0",",C","4",",C","6",",C","29",",C","20",",C","0",",C","0",",C","-21.1",",C,24,","114",",,C,02,","11.4",",,C,02,","5.0",",C,08,+","","","769.5",",C","46.7",",,,C","351",",,,C","-7.32",",C","-2.36",",,,C","-12.28",",,,C"
"CA001092678","1961-12","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","","","0.0",",C","16",",C","9",",C","0",",C","9",",C","15",",C","31",",C","24",",C","0",",C","0",",C","-33.3",",C,10,","91",",,C,21,","9.1",",,C,21,","5.6",",C,23,+","","","934.4",",C","54.7",",,,C","547",",,,C","-11.81",",C","-6.57",",,,C","-17.05",",,,C"
"CA001092678","1962-01","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0","1,C","14",",C","3",",C","1",",C","3",",C","15","1,C","29","1,C","19",",C","0",",C","0",",C","-42.8","1,C,17,","295",",,C,06,","29.5",",,C,06,","9.4",",C,29,","","","896.4",",C","66.3",",,,C","602",",,,C","-11.41","1,C","-4.70",",,,C","-18.13","1,,,C"
"CA001092678","1962-02","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","5",",C","2",",C","0",",C","2",",C","15",",C","28",",C","24",",C","0",",C","0",",C","-32.2",",C,28,","64",",,C,02,","10.9",",,C,02,","9.4",",C,21,","","","799.4",",C","20.3",",,,C","138",",,,C","-10.22",",C","-2.85",",,,C","-17.58",",,,C"
"CA001092678","1962-03","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","4",",C","1",",C","0",",C","1",",C","9",",C","31",",C","10",",C","0",",C","0",",C","-41.1",",C,03,","81",",,C,08,","8.1",",,C,08,","16.7",",C,30,","","","765.5",",C","9.6",",,,C","96",",,,C","-6.36",",C","2.30",",,,C","-15.03",",,,C"
"CA001092678","1962-04","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","9",",C","4",",C","0",",C","0",",C","0",",C","27",",C","0",",C","0",",C","0",",C","-9.4",",C,02,","0",",T,C,24,+","8.4",",,C,19,","15.0",",C,17,+","","","456.0",",C","26.4",",,,C","0",",T,,C","3.13",",C","10.26",",,,C","-4.00",",,,C"
"CA001092678","1962-05","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","11",",C","7",",C","0",",C","2",",C","0",",C","21",",C","0",",C","1",",C","0",",C","-8.9",",C,08,","64",",,C,03,","10.9",",,C,23,","22.2",",C,26,","","","364.4",",C","57.4",",,,C","94",",,,C","6.58",",C","14.67",",,,C","-1.52",",,,C"
"CA001092678","1962-06","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","15",",C","5",",C","0",",C","0",",C","0",",C","11",",C","0",",C","10",",C","0",",C","-5.0",",C,10,","0",",,C,30,+","18.8",",,C,26,","27.2",",C,25,","","","251.6",",C","63.8",",,,C","0",",,,C","9.95",",C","17.96",",,,C","1.93",",,,C"
"CA001092678","1962-07","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","7",",C","1",",C","0",",C","0",",C","0",",C","4",",C","0",",C","19",",C","0",",C","-1.1",",C,05,","0",",,C,31,+","10.7",",,C,18,","31.1",",C,30,+","143.7","C","143.7",",C","16.6",",,,C","0",",,,C","13.70",",C","23.53",",,,C","3.87",",,,C"
"CA001092678","1962-08","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","17",",C","11",",C","0",",C","0",",C","0",",C","4",",C","0",",C","10",",C","0",",C","-1.7",",C,29,+","0",",,C,31,+","23.4",",,C,04,","27.8",",C,01,","304.6","C","160.9",",C","96.4",",,,C","0",",,,C","13.14",",C","20.16",",,,C","6.12",",,,C"
"CA001092678","1962-09","54.1","-125.1667","689.0","ENDAKO SAVORY, BC CA","0.0","C","0.0",",C","10",",C","1",",C","0",",C","0",",C","0",",C","16",",C","0",",C","10",",C","0",",C","-7.2",",C,12,","0",",,C,30,+","5.1",",,C,30,","25.0",",C,04,","586.9","C","282.3",",C","13.1",",,,C","0",",,,C","8.92",",C","18.05",",,,C","-0.20",",,,C"
