"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BOM00026748","1959-07","54.1","26.5","228.0","VOLOZHIN, BO","8",",I","5",",I","0",",I","16.8",",,I,01,","43.7",",,,I"
"BOM00026748","1959-08","54.1","26.5","228.0","VOLOZHIN, BO","11","1,I","5","1,I","0","1,I","10.6","1,,I,06,","44.7","1,,,I"
"BOM00026748","1959-09","54.1","26.5","228.0","VOLOZHIN, BO","16",",I","7",",I","0",",I","7.9",",,I,20,","42.1",",,,I"
"BOM00026748","1959-10","54.1","26.5","228.0","VOLOZHIN, BO","14",",I","4",",I","0",",I","15.9",",,I,23,","45.6",",,,I"
"BOM00026748","1959-11","54.1","26.5","228.0","VOLOZHIN, BO","14","2,I","8","2,I","0","2,I","7.5","2,,I,25,","45.4","2,,,I"
"BOM00026748","1959-12","54.1","26.5","228.0","VOLOZHIN, BO","13",",I","3",",I","0",",I","8.0",",,I,27,","24.7",",,,I"
"BOM00026748","1960-01","54.1","26.5","228.0","VOLOZHIN, BO","19",",I","5",",I","0",",I","7.3",",,I,14,","40.7",",,,I"
"BOM00026748","1960-02","54.1","26.5","228.0","VOLOZHIN, BO","15","1,I","4","1,I","0","1,I","5.2","1,,I,24,","26.2","1,,,I"
"BOM00026748","1960-03","54.1","26.5","228.0","VOLOZHIN, BO","4",",I","3",",I","0",",I","4.7",",,I,18,","13.3",",,,I"
"BOM00026748","1960-04","54.1","26.5","228.0","VOLOZHIN, BO","13",",I","2",",I","0",",I","4.2",",,I,10,","20.9",",,,I"
"BOM00026748","1960-05","54.1","26.5","228.0","VOLOZHIN, BO","13",",I","6",",I","0",",I","15.3",",,I,28,","53.6",",,,I"
"BOM00026748","1960-06","54.1","26.5","228.0","VOLOZHIN, BO","15",",I","12",",I","0",",I","22.4",",,I,27,","118.2",",,,I"
"BOM00026748","1960-07","54.1","26.5","228.0","VOLOZHIN, BO","17","1,I","12","1,I","0","1,I","15.3","1,,I,26,","102.7","1,,,I"
"BOM00026748","1960-08","54.1","26.5","228.0","VOLOZHIN, BO","12","2,I","8","2,I","0","2,I","10.7","2,,I,09,","62.3","2,,,I"
"BOM00026748","1960-09","54.1","26.5","228.0","VOLOZHIN, BO","14",",I","5",",I","0",",I","13.9",",,I,05,","55.0",",,,I"
"BOM00026748","1960-10","54.1","26.5","228.0","VOLOZHIN, BO","14",",I","6",",I","1",",I","30.9",",,I,12,","78.4",",,,I"
"BOM00026748","1960-11","54.1","26.5","228.0","VOLOZHIN, BO","18",",I","8",",I","1",",I","34.2",",,I,09,","99.9",",,,I"
"BOM00026748","1960-12","54.1","26.5","228.0","VOLOZHIN, BO","17",",I","7",",I","0",",I","7.4",",,I,04,","37.0",",,,I"
"BOM00026748","1961-01","54.1","26.5","228.0","VOLOZHIN, BO","16","1,I","2","1,I","0","1,I","3.1","1,,I,03,","21.4","1,,,I"
"BOM00026748","1961-02","54.1","26.5","228.0","VOLOZHIN, BO","8","1,I","2","1,I","0","1,I","9.0","1,,I,28,","16.4","1,,,I"
"BOM00026748","1961-03","54.1","26.5","228.0","VOLOZHIN, BO","17",",I","11",",I","0",",I","8.9",",,I,31,","58.2",",,,I"
"BOM00026748","1961-04","54.1","26.5","228.0","VOLOZHIN, BO","8",",I","4",",I","0",",I","10.5",",,I,06,","32.5",",,,I"
"BOM00026748","1961-05","54.1","26.5","228.0","VOLOZHIN, BO","15",",I","8",",I","0",",I","21.9",",,I,11,","94.6",",,,I"
"BOM00026748","1961-06","54.1","26.5","228.0","VOLOZHIN, BO","16",",I","8",",I","1",",I","25.6",",,I,13,","73.0",",,,I"
"BOM00026748","1961-07","54.1","26.5","228.0","VOLOZHIN, BO","14",",I","5",",I","0",",I","15.8",",,I,05,","45.8",",,,I"
"BOM00026748","1961-08","54.1","26.5","228.0","VOLOZHIN, BO","18","1,I","10","1,I","0","1,I","11.4","1,,I,11,","71.5","1,,,I"
"BOM00026748","1961-09","54.1","26.5","228.0","VOLOZHIN, BO","7",",I","5",",I","1",",I","36.3",",,I,07,","87.5",",,,I"
"BOM00026748","1961-10","54.1","26.5","228.0","VOLOZHIN, BO","2","1,I","0","1,I","0","1,I","1.3","1,,I,15,","2.5","1,,,I"
"BOM00026748","1961-11","54.1","26.5","228.0","VOLOZHIN, BO","16",",I","2",",I","0",",I","3.0",",,I,28,","20.2",",,,I"
"BOM00026748","1961-12","54.1","26.5","228.0","VOLOZHIN, BO","20","1,I","3","1,I","0","1,I","9.6","1,,I,05,","37.8","1,,,I"
"BOM00026748","1962-01","54.1","26.5","228.0","VOLOZHIN, BO","14",",I","5",",I","0",",I","7.2",",,I,13,","32.5",",,,I"
"BOM00026748","1962-02","54.1","26.5","228.0","VOLOZHIN, BO","14","1,I","6","1,I","0","1,I","7.9","1,,I,13,","36.2","1,,,I"
"BOM00026748","1962-03","54.1","26.5","228.0","VOLOZHIN, BO","17",",I","5",",I","0",",I","6.8",",,I,06,","33.3",",,,I"
"BOM00026748","1962-04","54.1","26.5","228.0","VOLOZHIN, BO","12","1,I","6","1,I","0","1,I","10.8","1,,I,27,","37.5","1,,,I"
