"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA003055237","1999-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","","","5","1,C","3","1,C","0","1,C","","","0",",C","0","5,C","5","5,C","0","4,C","8","4,C","0","4,C","-2.2","5,C,28,","","","0",",,C,30,+","11.2","1,,C,11,","24.2","4,C,20,","","","","","26.4","1,,,C","0",",,,C","10.40","7,C","14.99","4,,,C","5.81","5,,,C"
"CA003055237","2000-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0",",C","7",",C","4",",C","0",",C","","","0",",C","0",",C","7",",C","0",",C","0",",C","0",",C","-2.5",",C,12,","","","0",",,C,31,+","11.2",",,C,30,","17.9",",C,22,","","","330.9",",C","30.2",",,,C","0",",,,C","7.66",",C","11.95",",,,C","3.36",",,,C"
"CA003055237","2000-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","1.1",",C","10",",C","8",",C","0",",C","","","0",",C","0",",C","1",",C","0",",C","5",",C","0",",C","-1.2",",C,01,","","","0",",,C,30,+","17.3",",,C,16,","24.2",",C,30,","","","214.4",",C","81.9",",,,C","0",",,,C","11.23",",C","16.41",",,,C","6.04",",,,C"
"CA003055237","2000-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","31.2","2,C","3","2,C","1","2,C","0","2,C","","","0","2,C","0","1,C","0","1,C","0","1,C","19","1,C","0","1,C","4.2","1,C,05,","","","0","2,,C,31,+","10.2","2,,C,19,","29.9","1,C,30,","63.2","","63.2","1,C","12.6","2,,,C","0","2,,,C","17.27","2,C","22.60","1,,,C","11.94","1,,,C"
"CA003055237","2000-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","11.9","3,C","5",",C","4",",C","0",",C","","","0",",C","0","2,C","0","2,C","0","1,C","19","1,C","0","1,C","2.4","2,C,28,","","","0",",,C,31,+","10.6",",,C,30,","29.9","1,C,09,","152.9","","89.7","1,C","32.7",",,,C","0",",,,C","15.71","3,C","22.22","1,,,C","9.19","2,,,C"
"CA003055237","2001-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","3.5",",C","","","","","","","","","0",",C","0",",C","7",",C","0",",C","6",",C","0",",C","-1.9",",C,01,","","","0",",,C,31,+","","","26.0",",C,23,","","","281.2",",C","","","0",",,,C","9.37",",C","14.50",",,,C","4.25",",,,C"
"CA003055237","2001-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","2.2","2,C","11",",C","8",",C","2",",C","","","0",",C","0","1,C","0","1,C","0","1,C","5","1,C","0","1,C","0.3","1,C,18,","","","0",",,C,30,+","52.0",",,C,03,","24.9","1,C,21,","","","196.0","1,C","126.5",",,,C","0",",,,C","11.21","2,C","15.82","1,,,C","6.60","1,,,C"
"CA003055237","2001-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","17.7","2,C","5",",C","1",",C","0",",C","0",",C","0",",C","0","1,C","0","1,C","0","1,C","19","1,C","0","1,C","6.4","1,C,06,","0",",,C,31,+","0",",,C,31,+","4.3",",,C,31,","29.6","1,C,04,","66.2","","66.2","1,C","9.9",",,,C","0",",,,C","16.62","2,C","22.04","1,,,C","11.21","1,,,C"
"CA003055237","2001-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","38.7",",C","1",",C","1",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","25",",C","0",",C","8.1",",C,09,","0",",,C,31,+","0",",,C,31,+","7.1",",,C,08,","30.4",",C,12,","99.1","","32.9",",C","7.1",",,,C","0",",,,C","18.52",",C","24.66",",,,C","12.38",",,,C"
"CA003055237","2001-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","","","4",",C","3",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,30,+","0",",,C,30,+","10.4",",,C,07,","","","","","","","24.8",",,,C","0",",,,C","","","","","",""
"CA003055237","2002-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","9.2",",C","","","","","","","","","","","0",",C","3",",C","0",",C","9",",C","0",",C","-1.4",",C,09,","","","","","","","27.5",",C,26,","","","197.1",",C","","","","","12.07",",C","16.09",",,,C","8.05",",,,C"
"CA003055237","2002-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","58.7",",C","6",",C","4",",C","0",",C","","","0",",C","0",",C","0",",C","0",",C","20",",C","0",",C","5.2",",C,31,","","","0",",,C,31,+","10.7",",,C,26,","31.3",",C,13,","61.6","","61.6",",C","23.4",",,,C","0",",,,C","18.24",",C","23.10",",,,C","13.38",",,,C"
"CA003055237","2002-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","1.5",",C","10",",C","9",",C","0",",C","","","0",",C","0",",C","1",",C","0",",C","8",",C","0",",C","0.0",",C,03,","","","0",",,C,31,+","18.3",",,C,16,","25.3",",C,13,","226.2","","164.6",",C","85.9",",,,C","0",",,,C","13.07",",C","18.11",",,,C","8.04",",,,C"
"CA003055237","2002-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.2",",C","13",",C","9",",C","0",",C","","","0",",C","0",",C","2",",C","0",",C","4",",C","0",",C","-2.0",",C,28,","","","0",",,C,30,+","14.2",",,C,05,","24.9",",C,15,","487.5","","261.3",",C","77.6",",,,C","0",",,,C","9.63",",C","13.72",",,,C","5.54",",,,C"
"CA003055237","2003-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.5",",C","","","","","","","","","","","0",",C","14",",C","3",",C","4",",C","0",",C","-5.0",",C,18,","","","","","","","25.0",",C,28,","","","358.7",",C","","","","","6.78",",C","10.58",",,,C","2.97",",,,C"
"CA003055237","2003-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","2.8","3,C","8",",C","5",",C","1",",C","","","0",",C","0","2,C","0","2,C","0","1,C","5","1,C","0","1,C","2.8","2,C,06,","","","0",",,C,30,+","36.3",",,C,08,","27.2","1,C,18,","","","158.9","1,C","63.2",",,,C","0",",,,C","12.45","3,C","17.09","1,,,C","7.82","2,,,C"
"CA003055237","2003-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","56.6","2,C","3",",C","2",",C","0",",C","0",",C","0",",C","0","2,C","0","2,C","0",",C","23",",C","0",",C","4.2","2,C,06,","0",",,C,31,+","0",",,C,31,+","8.4",",,C,31,","31.1",",C,23,","44.7","","44.7",",C","12.0",",,,C","0",",,,C","18.51","2,C","24.34",",,,C","12.68","2,,,C"
"CA003055237","2003-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","","","4","1,C","0","1,C","0","1,C","0",",C","0",",C","","","","","0",",C","26",",C","0",",C","","","0",",,C,31,+","0",",,C,31,+","1.5","1,,C,03,","31.0",",C,15,","","","","","4.0","1,,,C","0",",,,C","","","24.78",",,,C","",""
"CA003055237","2003-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","","","11",",C","6",",C","0",",C","","","0","3,C","0","4,C","5","4,C","1","2,C","6","2,C","0","2,C","-4.2","4,C,18,+","","","0","3,,C,30,+","8.0",",,C,17,","27.8","2,C,03,","","","","","36.3",",,,C","0","3,,,C","9.96","6,C","15.64","2,,,C","4.27","4,,,C"
"CA003055237","2004-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0",",C","9",",C","9",",C","1",",C","","","1",",C","0",",C","13",",C","2",",C","0",",C","0",",C","-6.1",",C,12,","","","79",",,C,12,","43.2",",,C,20,","18.1",",C,07,","","","392.5",",C","94.9",",,,C","79",",,,C","5.67",",C","9.79",",,,C","1.55",",,,C"
"CA003055237","2004-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.3",",C","13",",C","9",",C","1",",C","0",",C","0",",C","0",",C","0",",C","0",",C","6",",C","0",",C","2.6",",C,18,","0",",,C,30,+","0",",,C,30,+","25.6",",,C,16,","23.7",",C,05,","","","213.0",",C","119.3",",,,C","0",",,,C","11.24",",C","15.40",",,,C","7.09",",,,C"
"CA003055237","2004-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","19.6",",C","8",",C","3",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","16",",C","0",",C","3.9",",C,05,","0",",,C,31,+","0",",,C,31,+","14.2",",,C,04,","29.5",",C,17,","84.4","","84.4",",C","37.3",",,,C","0",",,,C","16.25",",C","21.45",",,,C","11.04",",,,C"
"CA003055237","2004-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","9.4",",C","11",",C","8",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","15",",C","0",",C","6.0",",C,23,","0",",,C,31,+","0",",,C,31,+","24.6",",,C,17,","27.4",",C,14,","196.3","","111.9",",C","83.0",",,,C","0",",,,C","15.03",",C","19.59",",,,C","10.46",",,,C"
"CA003055237","2004-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.5",",C","8",",C","3",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","1",",C","0",",C","0.2",",C,20,","0",",,C,30,+","0",",,C,30,+","9.4",",,C,12,","21.6",",C,01,","461.0","","264.7",",C","25.2",",,,C","0",",,,C","9.53",",C","13.59",",,,C","5.46",",,,C"
"CA003055237","2005-04","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","","","8","3,C","4","3,C","0","3,C","0","4,C","1","3,C","","","","","2","3,C","0","3,C","0","3,C","","","0","4,,C,30,+","68","3,,C,28,","8.4","3,,C,19,","16.7","3,C,07,","","","","","32.0","3,,,C","129","3,,,C","","","7.26","3,,,C","",""
"CA003055237","2005-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0",",C","8",",C","8",",C","0",",C","0",",C","0",",C","0",",C","5",",C","1",",C","0",",C","0",",C","-7.3",",C,01,","0",",,C,31,+","0",",,C,31,+","12.1",",,C,07,","19.0",",C,27,","","","326.0",",C","45.3",",,,C","0",",,,C","7.82",",C","12.08",",,,C","3.55",",,,C"
"CA003055237","2005-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","2.2",",C","14",",C","13",",C","5",",C","0",",C","0",",C","0",",C","0",",C","0",",C","3",",C","0",",C","0.7",",C,08,","0",",,C,30,+","0",",,C,30,+","66.8",",,C,07,","26.6",",C,21,","","","237.9",",C","309.1",",,,C","0",",,,C","10.48",",C","14.17",",,,C","6.78",",,,C"
"CA003055237","2005-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","5.9",",C","4",",C","1",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","21",",C","0",",C","5.9",",C,25,","0",",,C,31,+","0",",,C,31,+","14.7",",,C,16,","29.1",",C,31,","69.2","","69.2",",C","20.2",",,,C","0",",,,C","16.29",",C","21.61",",,,C","10.97",",,,C"
"CA003055237","2005-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","12.9",",C","8",",C","7",",C","1",",C","0",",C","0",",C","0",",C","0",",C","0",",C","15",",C","0",",C","1.8",",C,24,","0",",,C,31,+","0",",,C,31,+","33.0",",,C,24,","28.4",",C,06,","209.7","","140.5",",C","114.7",",,,C","0",",,,C","14.22",",C","19.54",",,,C","8.89",",,,C"
"CA003055237","2005-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0",",C","9",",C","5",",C","1",",C","0",",C","0",",C","0",",C","3",",C","0",",C","4",",C","0",",C","-0.8",",C,28,","0",",,C,30,+","0",",,C,30,+","36.1",",,C,11,","22.3",",C,02,","471.9","","262.2",",C","82.6",",,,C","0",",,,C","9.59",",C","13.92",",,,C","5.27",",,,C"
"CA003055237","2006-04","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0",",C","8","1,C","6","1,C","0","1,C","","","0","1,C","0",",C","14",",C","0",",C","0",",C","0",",C","-4.7",",C,24,+","","","0","1,,C,30,+","18.0","1,,C,06,","19.3",",C,29,","","","418.9",",C","59.6","1,,,C","0","1,,,C","4.37",",C","8.15",",,,C","0.59",",,,C"
"CA003055237","2006-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","11.4",",C","8",",C","7",",C","1",",C","","","0",",C","0",",C","6",",C","0",",C","5",",C","0",",C","-2.4",",C,03,","","","0",",,C,31,+","25.7",",,C,27,","26.3",",C,18,","","","272.9",",C","69.5",",,,C","0",",,,C","9.90",",C","14.45",",,,C","5.34",",,,C"
"CA003055237","2006-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","7.7","3,C","9",",C","7",",C","2",",C","0",",C","0",",C","0","3,C","0","3,C","0",",C","8",",C","0",",C","4.5","3,C,10,","0",",,C,30,+","0",",,C,30,+","52.8",",,C,13,","27.2",",C,27,","","","146.2",",C","154.0",",,,C","0",",,,C","13.31","3,C","17.31",",,,C","9.31","3,,,C"
"CA003055237","2006-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","38.7",",C","4",",C","2",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","26",",C","0",",C","6.7",",C,31,","0",",,C,31,+","0",",,C,31,+","14.7",",,C,02,","30.8",",C,22,","27.1","","27.1",",C","22.0",",,,C","0",",,,C","18.71",",C","24.19",",,,C","13.22",",,,C"
"CA003055237","2006-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","23.3","2,C","7","1,C","3","1,C","0","1,C","0",",C","0","1,C","0","1,C","0","1,C","0","1,C","20","1,C","0","1,C","3.0","1,C,31,","0",",,C,31,+","0","1,,C,31,+","14.7","1,,C,16,","30.1","1,C,07,","105.3","","78.2","1,C","27.9","1,,,C","0","1,,,C","16.43","2,C","22.29","1,,,C","10.58","1,,,C"
"CA003055237","2006-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","","","8","4,C","6","4,C","0","4,C","","","0","4,C","0","5,C","0","5,C","0","5,C","11","5,C","0","5,C","0.2","5,C,22,","","","0","4,,C,30,+","20.9","4,,C,22,","27.7","5,C,02,","","","","","62.3","4,,,C","0","4,,,C","13.08","8,C","17.74","5,,,C","8.41","5,,,C"
"CA003055237","2007-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0",",C","","","","","","","","","","","0",",C","5",",C","0",",C","2",",C","0",",C","-1.9",",C,24,","","","","","","","21.6",",C,17,","","","300.6",",C","","","","","8.64",",C","13.27",",,,C","4.01",",,,C"
"CA003055237","2007-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","2.7",",C","6",",C","2",",C","0",",C","0",",C","0",",C","0",",C","0",",C","0",",C","11",",C","0",",C","3.1",",C,15,","0",",,C,30,+","0",",,C,30,+","22.0",",,C,06,","25.6",",C,28,","","","162.0",",C","38.6",",,,C","0",",,,C","13.02",",C","17.48",",,,C","8.57",",,,C"
"CA003055237","2007-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","63.3","5,C","1","4,C","0","4,C","0","4,C","0",",C","0","4,C","0","3,C","0","3,C","0","3,C","26","3,C","0","3,C","8.1","3,C,10,","0",",,C,31,+","0","4,,C,31,+","2.3","4,,C,13,","31.7","3,C,06,","15.0","","15.0","3,C","2.5","4,,,C","0","4,,,C","20.28","5,C","26.41","3,,,C","14.14","3,,,C"
"CA003055237","2007-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","8.7","2,C","3",",C","2",",C","0",",C","0",",C","0",",C","0","2,C","0","2,C","0",",C","18",",C","0",",C","3.9","2,C,28,","0",",,C,31,+","0",",,C,31,+","2.5",",,C,31,+","30.6",",C,02,","117.2","","102.2",",C","7.2",",,,C","0",",,,C","15.21","2,C","22.34",",,,C","8.07","2,,,C"
"CA003055237","2007-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","5.1","3,C","","","","","","","","","","","0","2,C","3","2,C","0","3,C","8","3,C","0","3,C","-2.9","2,C,20,","","","","","","","27.2","3,C,04,","338.1","","220.9","3,C","","","","","10.37","3,C","15.31","3,,,C","5.43","2,,,C"
"CA003055237","2008-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","2.3","3,C","9","3,C","6","3,C","2","3,C","","","0","3,C","0","3,C","4","3,C","0","3,C","3","3,C","0","3,C","-3.4","3,C,10,","","","0","3,,C,31,+","40.8","3,,C,24,","24.4","3,C,17,","","","299.1","3,C","117.1","3,,,C","0","3,,,C","7.73","3,C","11.34","3,,,C","4.13","3,,,C"
"CA003055237","2008-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","30.8","2,C","4","2,C","2","2,C","0","2,C","","","0","2,C","0","2,C","0","2,C","0","2,C","16","2,C","0","2,C","4.7","2,C,04,","","","0","2,,C,31,+","7.6","2,,C,03,","31.5","2,C,18,","","","74.5","2,C","15.4","2,,,C","0","2,,,C","16.83","2,C","21.32","2,,,C","12.33","2,,,C"
"CA003055237","2009-04","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0","2,C","8","2,C","5","2,C","0","2,C","","","0","2,C","0","2,C","15","2,C","7","2,C","0","2,C","0","2,C","-11.3","2,C,24,","","","0","2,,C,30,+","8.1","2,,C,26,","18.3","2,C,21,","","","454.8","2,C","29.1","2,,,C","0","2,,,C","2.09","2,C","5.41","2,,,C","-1.23","2,,,C"
"CA003055237","2009-06","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0","3,C","7","3,C","5","3,C","0","3,C","","","0","3,C","0","3,C","2","3,C","0","3,C","3","3,C","0","3,C","-2.4","3,C,06,","","","0","3,,C,30,+","18.5","3,,C,06,","22.8","3,C,28,","","","185.4","3,C","48.4","3,,,C","0","3,,,C","11.47","3,C","15.72","3,,,C","7.21","3,,,C"
"CA003055237","2009-07","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","12.4","2,C","10","1,C","9","1,C","1","1,C","","","0","1,C","0","2,C","0","2,C","0","2,C","13","2,C","0","2,C","5.2","2,C,01,","","","0","1,,C,31,+","41.6","1,,C,13,","27.0","2,C,22,","89.2","","89.2","2,C","124.9","1,,,C","0","1,,,C","15.68","2,C","20.48","2,,,C","10.89","2,,,C"
"CA003055237","2009-08","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","8.1","4,C","8","4,C","4","4,C","0","4,C","","","0","4,C","0","4,C","0","4,C","0","4,C","16","4,C","0","4,C","4.6","4,C,16,","","","0","4,,C,31,+","6.4","4,,C,16,+","26.2","4,C,21,+","173.6","","84.4","4,C","24.7","4,,,C","0","4,,,C","15.50","4,C","19.87","4,,,C","11.13","4,,,C"
"CA003055237","2009-09","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","27.6","1,C","4","1,C","2","1,C","0","1,C","","","0","1,C","0","1,C","1","1,C","0","1,C","15","1,C","0","1,C","0.0","1,C,27,","","","0","1,,C,30,+","10.6","1,,C,20,","29.4","1,C,23,","276.2","","102.6","1,C","17.7","1,,,C","0","1,,,C","15.74","1,C","20.73","1,,,C","10.76","1,,,C"
"CA003055237","2010-05","49.0333","-113.6","1615.0","POLL HAVEN AFS, AB CA","0.0","2,C","14","1,C","11","1,C","2","1,C","","","0","1,C","0","2,C","14","2,C","3","2,C","2","2,C","0","2,C","-6.8","2,C,06,+","","","0","1,,C,31,+","31.0","1,,C,02,","23.2","2,C,17,","","","393.3","2,C","184.2","1,,,C","0","1,,,C","4.77","2,C","8.16","2,,,C","1.38","2,,,C"
