"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BOM00026947","1956-06","52.75","26.433","157.0","GANEVICI, BO","13","1,I","8","1,I","0","1,I","","","","","22.2","1,,I,23,","67.4","1,,,I"
"BOM00026947","1956-07","52.75","26.433","157.0","GANEVICI, BO","18",",I","12",",I","0",",I","","","","","23.1",",,I,30,","111.0",",,,I"
"BOM00026947","1956-08","52.75","26.433","157.0","GANEVICI, BO","17",",I","8",",I","0",",I","","","","","25.1",",,I,30,","107.2",",,,I"
"BOM00026947","1956-09","52.75","26.433","157.0","GANEVICI, BO","8",",I","4",",I","1",",I","","","","","35.2",",,I,13,","51.5",",,,I"
"BOM00026947","1956-10","52.75","26.433","157.0","GANEVICI, BO","14","1,I","7","1,I","1","1,I","","","","","35.2","1,,I,07,","79.1","1,,,I"
"BOM00026947","1956-11","52.75","26.433","157.0","GANEVICI, BO","12",",I","4",",I","0",",I","","","","","6.4",",,I,18,","29.8",",,,I"
"BOM00026947","1957-01","52.75","26.433","157.0","GANEVICI, BO","10","1,I","3","1,I","0","1,I","","","","","10.0","1,,I,06,","32.4","1,,,I"
"BOM00026947","1957-02","52.75","26.433","157.0","GANEVICI, BO","16",",I","6",",I","0",",I","","","","","9.3",",,I,23,","43.7",",,,I"
"BOM00026947","1957-03","52.75","26.433","157.0","GANEVICI, BO","9","1,I","2","1,I","0","1,I","","","","","10.5","1,,I,16,","23.1","1,,,I"
"BOM00026947","1957-04","52.75","26.433","157.0","GANEVICI, BO","5","1,I","1","1,I","0","1,I","","","","","2.8","1,,I,18,","4.9","1,,,I"
"BOM00026947","1957-05","52.75","26.433","157.0","GANEVICI, BO","8",",I","5",",I","0",",I","","","","","16.9",",,I,18,","33.9",",,,I"
"BOM00026947","1957-06","52.75","26.433","157.0","GANEVICI, BO","8",",I","6",",I","1",",I","","","","","36.3",",,I,25,","104.5",",,,I"
"BOM00026947","1957-07","52.75","26.433","157.0","GANEVICI, BO","13",",I","7",",I","2",",I","","","","","48.2",",,I,19,","138.7",",,,I"
"BOM00026947","1957-08","52.75","26.433","157.0","GANEVICI, BO","14",",I","7",",I","1",",I","","","","","34.0",",,I,15,","92.7",",,,I"
"BOM00026947","1957-09","52.75","26.433","157.0","GANEVICI, BO","18",",I","13",",I","0",",I","","","","","14.0",",,I,18,","123.2",",,,I"
"BOM00026947","1957-10","52.75","26.433","157.0","GANEVICI, BO","8",",I","1",",I","0",",I","","","","","3.1",",,I,24,","10.1",",,,I"
"BOM00026947","1957-11","52.75","26.433","157.0","GANEVICI, BO","8",",I","4",",I","0",",I","","","","","14.1",",,I,29,","39.4",",,,I"
"BOM00026947","1957-12","52.75","26.433","157.0","GANEVICI, BO","10",",I","4",",I","0",",I","","","","","7.1",",,I,09,","27.0",",,,I"
"BOM00026947","1958-01","52.75","26.433","157.0","GANEVICI, BO","20",",I","5",",I","0",",I","","","","","17.4",",,I,24,","53.4",",,,I"
"BOM00026947","1958-02","52.75","26.433","157.0","GANEVICI, BO","18",",I","10",",I","0",",I","","","","","6.6",",,I,05,","51.8",",,,I"
"BOM00026947","1958-03","52.75","26.433","157.0","GANEVICI, BO","22",",I","10",",I","0",",I","","","","","16.2",",,I,31,","99.3",",,,I"
"BOM00026947","1958-04","52.75","26.433","157.0","GANEVICI, BO","13",",I","6",",I","0",",I","","","","","6.9",",,I,05,","37.1",",,,I"
"BOM00026947","1958-05","52.75","26.433","157.0","GANEVICI, BO","11",",I","8",",I","0",",I","","","","","16.3",",,I,17,","47.5",",,,I"
"BOM00026947","1958-06","52.75","26.433","157.0","GANEVICI, BO","17",",I","14",",I","0",",I","","","","","17.7",",,I,30,","106.9",",,,I"
"BOM00026947","1958-07","52.75","26.433","157.0","GANEVICI, BO","16",",I","8",",I","0",",I","","","","","21.8",",,I,05,","75.8",",,,I"
"BOM00026947","1958-08","52.75","26.433","157.0","GANEVICI, BO","13",",I","7",",I","0",",I","","","","","16.5",",,I,28,","73.2",",,,I"
"BOM00026947","1958-09","52.75","26.433","157.0","GANEVICI, BO","9",",I","4",",I","0",",I","","","","","6.9",",,I,20,","24.1",",,,I"
"BOM00026947","1958-10","52.75","26.433","157.0","GANEVICI, BO","12","1,I","5","1,I","0","1,I","","","","","6.9","1,,I,08,","34.0","1,,,I"
"BOM00026947","1958-11","52.75","26.433","157.0","GANEVICI, BO","10",",I","4",",I","0",",I","","","","","8.2",",,I,10,","28.4",",,,I"
"BOM00026947","1958-12","52.75","26.433","157.0","GANEVICI, BO","23",",I","6",",I","0",",I","","","","","9.4",",,I,15,","53.0",",,,I"
"BOM00026947","1959-01","52.75","26.433","157.0","GANEVICI, BO","14",",I","4",",I","0",",I","","","","","19.4",",,I,05,","55.8",",,,I"
"BOM00026947","1959-02","52.75","26.433","157.0","GANEVICI, BO","10",",I","1",",I","0",",I","","","","","2.5",",,I,23,","14.7",",,,I"
"BOM00026947","1959-03","52.75","26.433","157.0","GANEVICI, BO","8","1,I","6","1,I","0","1,I","","","","","11.4","1,,I,29,","38.2","1,,,I"
"BOM00026947","1959-04","52.75","26.433","157.0","GANEVICI, BO","8","1,I","6","1,I","0","1,I","","","","","6.9","1,,I,12,","30.2","1,,,I"
"BOM00026947","1959-05","52.75","26.433","157.0","GANEVICI, BO","6",",I","4",",I","0",",I","","","","","11.6",",,I,21,","26.6",",,,I"
"BOM00026947","1959-06","52.75","26.433","157.0","GANEVICI, BO","14","1,I","8","1,I","0","1,I","","","","","13.5","1,,I,19,","68.0","1,,,I"
"BOM00026947","1959-07","52.75","26.433","157.0","GANEVICI, BO","7",",I","4",",I","0",",I","","","","","20.7",",,I,28,","37.3",",,,I"
"BOM00026947","1959-08","52.75","26.433","157.0","GANEVICI, BO","16",",I","9",",I","0",",I","","","","","17.5",",,I,06,","83.5",",,,I"
"BOM00026947","1959-09","52.75","26.433","157.0","GANEVICI, BO","15",",I","6",",I","0",",I","","","","","6.5",",,I,28,","37.0",",,,I"
"BOM00026947","1959-10","52.75","26.433","157.0","GANEVICI, BO","8",",I","3",",I","0",",I","","","","","22.1",",,I,31,","38.7",",,,I"
"BOM00026947","1959-11","52.75","26.433","157.0","GANEVICI, BO","16",",I","7",",I","0",",I","","","","","9.0",",,I,12,","46.2",",,,I"
"BOM00026947","1959-12","52.75","26.433","157.0","GANEVICI, BO","14",",I","5",",I","0",",I","","","","","11.8",",,I,29,","42.3",",,,I"
"BOM00026947","1960-01","52.75","26.433","157.0","GANEVICI, BO","10","3,I","2","3,I","0","3,I","","","","","11.3","3,,I,14,","27.4","3,,,I"
"BOM00026947","1960-02","52.75","26.433","157.0","GANEVICI, BO","13","5,I","2","5,I","0","5,I","","","","","9.9","5,,I,25,","24.1","5,,,I"
"BOM00026947","1960-03","52.75","26.433","157.0","GANEVICI, BO","3",",I","0",",I","0",",I","","","","","2.1",",,I,17,","4.5",",,,I"
"BOM00026947","1960-05","52.75","26.433","157.0","GANEVICI, BO","7","1,I","5","1,I","0","1,I","","","","","15.5","1,,I,28,","51.1","1,,,I"
"BOM00026947","1960-07","52.75","26.433","157.0","GANEVICI, BO","11","5,I","4","5,I","0","5,I","","","","","8.4","5,,I,26,","30.7","5,,,I"
"BOM00026947","1960-10","52.75","26.433","157.0","GANEVICI, BO","10","5,I","6","5,I","1","5,I","","","","","52.0","5,,I,12,","101.0","5,,,I"
"BOM00026947","1961-01","52.75","26.433","157.0","GANEVICI, BO","9","1,I","3","1,I","0","1,I","","","","","8.5","1,,I,31,","18.3","1,,,I"
"BOM00026947","1961-02","52.75","26.433","157.0","GANEVICI, BO","6",",I","3",",I","0",",I","","","","","8.9",",,I,03,","24.0",",,,I"
"BOM00026947","1961-03","52.75","26.433","157.0","GANEVICI, BO","13","2,I","7","2,I","0","2,I","","","","","5.7","2,,I,13,","38.2","2,,,I"
"BOM00026947","1961-04","52.75","26.433","157.0","GANEVICI, BO","7",",I","4",",I","0",",I","","","","","7.6",",,I,17,","29.8",",,,I"
"BOM00026947","1961-05","52.75","26.433","157.0","GANEVICI, BO","11",",I","5",",I","0",",I","","","","","13.3",",,I,17,","35.4",",,,I"
"BOM00026947","1961-06","52.75","26.433","157.0","GANEVICI, BO","9",",I","7",",I","0",",I","","","","","8.6",",,I,15,","31.6",",,,I"
"BOM00026947","1961-07","52.75","26.433","157.0","GANEVICI, BO","9","1,I","3","1,I","0","1,I","","","","","9.1","1,,I,10,","25.6","1,,,I"
"BOM00026947","1961-08","52.75","26.433","157.0","GANEVICI, BO","13","1,I","6","1,I","0","1,I","","","","","21.5","1,,I,11,","64.5","1,,,I"
"BOM00026947","1961-09","52.75","26.433","157.0","GANEVICI, BO","7",",I","3",",I","0",",I","","","","","8.1",",,I,15,","23.5",",,,I"
"BOM00026947","1961-10","52.75","26.433","157.0","GANEVICI, BO","4","1,I","0","1,I","0","1,I","","","","","1.3","1,,I,15,","2.6","1,,,I"
"BOM00026947","1961-11","52.75","26.433","157.0","GANEVICI, BO","15","1,I","3","1,I","0","1,I","","","","","19.6","1,,I,14,","44.0","1,,,I"
"BOM00026947","1961-12","52.75","26.433","157.0","GANEVICI, BO","16","1,I","4","1,I","0","1,I","","","","","8.4","1,,I,07,","39.4","1,,,I"
"BOM00026947","1962-01","52.75","26.433","157.0","GANEVICI, BO","13",",I","4",",I","0",",I","","","","","6.1",",,I,26,","25.4",",,,I"
"BOM00026947","1962-02","52.75","26.433","157.0","GANEVICI, BO","18","3,I","5","3,I","0","3,I","","","","","7.0","3,,I,21,","33.5","3,,,I"
"BOM00026947","1962-03","52.75","26.433","157.0","GANEVICI, BO","10","2,I","5","2,I","0","2,I","","","","","12.1","2,,I,13,","35.8","2,,,I"
"BOM00026947","1962-06","52.75","26.433","157.0","GANEVICI, BO","13",",I","9",",I","0",",I","","","","","18.0",",,I,24,","84.5",",,,I"
"BOM00026947","1962-07","52.75","26.433","157.0","GANEVICI, BO","17","1,I","9","1,I","0","1,I","","","","","18.8","1,,I,27,","71.4","1,,,I"
"BOM00026947","1962-08","52.75","26.433","157.0","GANEVICI, BO","15",",I","10",",I","0",",I","","","","","14.1",",,I,20,","72.8",",,,I"
"BOM00026947","1962-09","52.75","26.433","157.0","GANEVICI, BO","14",",I","7",",I","0",",I","","","","","10.2",",,I,07,","45.6",",,,I"
"BOM00026947","1962-10","52.75","26.433","157.0","GANEVICI, BO","6",",I","0",",I","0",",I","","","","","1.6",",,I,14,","5.4",",,,I"
"BOM00026947","1962-11","52.75","26.433","157.0","GANEVICI, BO","14",",I","5",",I","0",",I","","","","","15.5",",,I,21,","61.2",",,,I"
"BOM00026947","1962-12","52.75","26.433","157.0","GANEVICI, BO","8","4,I","2","4,I","0","4,I","","","","","5.5","4,,I,17,","19.5","4,,,I"
"BOM00026947","1963-02","52.75","26.433","157.0","GANEVICI, BO","17","2,I","9","2,I","0","2,I","","","","","12.3","2,,I,06,","66.4","2,,,I"
"BOM00026947","1963-03","52.75","26.433","157.0","GANEVICI, BO","13","1,I","5","1,I","0","1,I","","","","","4.7","1,,I,12,","27.7","1,,,I"
"BOM00026947","1963-04","52.75","26.433","157.0","GANEVICI, BO","6","2,I","2","2,I","0","2,I","","","","","10.4","2,,I,23,","23.8","2,,,I"
"BOM00026947","1963-05","52.75","26.433","157.0","GANEVICI, BO","9","1,I","7","1,I","0","1,I","","","","","25.0","1,,I,26,","95.2","1,,,I"
"BOM00026947","1963-06","52.75","26.433","157.0","GANEVICI, BO","9","1,I","5","1,I","1","1,I","","","","","25.5","1,,I,17,","60.9","1,,,I"
"BOM00026947","1963-08","52.75","26.433","157.0","GANEVICI, BO","6","4,I","5","4,I","0","4,I","","","","","12.2","4,,I,10,","40.2","4,,,I"
"BOM00026947","1963-09","52.75","26.433","157.0","GANEVICI, BO","6",",I","2",",I","0",",I","","","","","7.0",",,I,30,","15.2",",,,I"
"BOM00026947","1964-01","52.75","26.433","157.0","GANEVICI, BO","7","1,I","3","1,I","0","1,I","","","","","5.2","1,,I,22,","17.7","1,,,I"
"BOM00026947","1964-02","52.75","26.433","157.0","GANEVICI, BO","15","1,I","7","1,I","0","1,I","","","","","9.5","1,,I,18,","47.2","1,,,I"
"BOM00026947","1964-03","52.75","26.433","157.0","GANEVICI, BO","15","1,I","6","1,I","0","1,I","","","","","8.9","1,,I,22,","45.0","1,,,I"
"BOM00026947","1964-04","52.75","26.433","157.0","GANEVICI, BO","10",",I","2",",I","0",",I","","","","","8.3",",,I,02,","21.6",",,,I"
"BOM00026947","1964-05","52.75","26.433","157.0","GANEVICI, BO","13","1,I","6","1,I","0","1,I","","","","","12.3","1,,I,15,","47.1","1,,,I"
"BOM00026947","1964-07","52.75","26.433","157.0","GANEVICI, BO","8",",I","6",",I","0",",I","","","","","13.5",",,I,17,","47.5",",,,I"
"BOM00026947","1964-08","52.75","26.433","157.0","GANEVICI, BO","12",",I","7",",I","0",",I","","","","","22.4",",,I,05,","62.8",",,,I"
"BOM00026947","1964-09","52.75","26.433","157.0","GANEVICI, BO","12",",I","6",",I","0",",I","","","","","22.3",",,I,18,","91.4",",,,I"
"BOM00026947","1964-10","52.75","26.433","157.0","GANEVICI, BO","8","4,I","3","4,I","0","4,I","","","","","21.0","4,,I,10,","39.7","4,,,I"
"BOM00026947","1965-01","52.75","26.433","157.0","GANEVICI, BO","15","2,I","9","2,I","0","2,I","","","","","8.9","2,,I,19,","51.9","2,,,I"
"BOM00026947","1965-05","52.75","26.433","157.0","GANEVICI, BO","14","1,I","8","1,I","0","1,I","","","","","8.3","1,,I,26,","45.5","1,,,I"
"BOM00026947","1965-06","52.75","26.433","157.0","GANEVICI, BO","17","1,I","13","1,I","0","1,I","","","","","22.0","1,,I,06,","107.7","1,,,I"
"BOM00026947","1965-07","52.75","26.433","157.0","GANEVICI, BO","14","2,I","8","2,I","0","2,I","","","","","15.7","2,,I,30,","64.9","2,,,I"
"BOM00026947","1965-10","52.75","26.433","157.0","GANEVICI, BO","8","1,I","4","1,I","0","1,I","","","","","4.9","1,,I,17,","17.0","1,,,I"
"BOM00026947","1965-11","52.75","26.433","157.0","GANEVICI, BO","15","3,I","5","3,I","0","3,I","","","","","12.1","3,,I,02,","49.4","3,,,I"
"BOM00026947","1966-02","52.75","26.433","157.0","GANEVICI, BO","20",",I","9",",I","0",",I","","","","","11.7",",,I,06,","68.5",",,,I"
"BOM00026947","1966-03","52.75","26.433","157.0","GANEVICI, BO","18",",I","7",",I","0",",I","","","","","12.3",",,I,13,","44.8",",,,I"
"BOM00026947","1966-04","52.75","26.433","157.0","GANEVICI, BO","14",",I","4",",I","0",",I","","","","","19.5",",,I,01,","48.3",",,,I"
"BOM00026947","1966-05","52.75","26.433","157.0","GANEVICI, BO","12",",I","5",",I","0",",I","","","","","6.5",",,I,28,","26.1",",,,I"
"BOM00026947","1966-06","52.75","26.433","157.0","GANEVICI, BO","10",",I","3",",I","0",",I","","","","","17.8",",,I,26,","34.8",",,,I"
"BOM00026947","1966-07","52.75","26.433","157.0","GANEVICI, BO","17",",I","10",",I","0",",I","","","","","18.4",",,I,08,","91.5",",,,I"
"BOM00026947","1966-08","52.75","26.433","157.0","GANEVICI, BO","10",",I","4",",I","1",",I","","","","","29.4",",,I,06,","49.4",",,,I"
"BOM00026947","1966-09","52.75","26.433","157.0","GANEVICI, BO","12",",I","5",",I","0",",I","","","","","5.8",",,I,18,","25.6",",,,I"
"BOM00026947","1966-10","52.75","26.433","157.0","GANEVICI, BO","16",",I","6",",I","0",",I","","","","","24.9",",,I,28,","69.9",",,,I"
"BOM00026947","1966-11","52.75","26.433","157.0","GANEVICI, BO","15",",I","9",",I","0",",I","","","","","23.0",",,I,19,","74.8",",,,I"
"BOM00026947","1966-12","52.75","26.433","157.0","GANEVICI, BO","22",",I","8",",I","0",",I","","","","","8.9",",,I,19,","56.5",",,,I"
"BOM00026947","1967-01","52.75","26.433","157.0","GANEVICI, BO","15",",I","5",",I","0",",I","","","","","9.7",",,I,14,","36.0",",,,I"
"BOM00026947","1967-02","52.75","26.433","157.0","GANEVICI, BO","18",",I","7",",I","0",",I","","","","","6.9",",,I,02,","38.3",",,,I"
"BOM00026947","1967-03","52.75","26.433","157.0","GANEVICI, BO","18",",I","9",",I","0",",I","","","","","17.1",",,I,12,","66.4",",,,I"
"BOM00026947","1967-04","52.75","26.433","157.0","GANEVICI, BO","15",",I","4",",I","1",",I","","","","","25.4",",,I,08,","55.3",",,,I"
"BOM00026947","1967-05","52.75","26.433","157.0","GANEVICI, BO","15",",I","9",",I","0",",I","","","","","12.7",",,I,08,","82.7",",,,I"
"BOM00026947","1967-06","52.75","26.433","157.0","GANEVICI, BO","10","1,I","7","1,I","1","1,I","","","","","27.9","1,,I,25,","68.3","1,,,I"
"BOM00026947","1967-07","52.75","26.433","157.0","GANEVICI, BO","10",",I","5",",I","1",",I","","","","","30.4",",,I,24,","77.3",",,,I"
"BOM00026947","1967-08","52.75","26.433","157.0","GANEVICI, BO","14",",I","9",",I","1",",I","","","","","25.6",",,I,13,","94.4",",,,I"
"BOM00026947","1967-09","52.75","26.433","157.0","GANEVICI, BO","6",",I","4",",I","0",",I","","","","","6.2",",,I,23,","19.7",",,,I"
"BOM00026947","1967-10","52.75","26.433","157.0","GANEVICI, BO","15",",I","8",",I","0",",I","","","","","17.1",",,I,06,","55.0",",,,I"
"BOM00026947","1967-11","52.75","26.433","157.0","GANEVICI, BO","18",",I","12",",I","0",",I","","","","","13.5",",,I,18,","86.9",",,,I"
"BOM00026947","1967-12","52.75","26.433","157.0","GANEVICI, BO","22",",I","12",",I","0",",I","","","","","9.6",",,I,20,","76.6",",,,I"
"BOM00026947","1968-01","52.75","26.433","157.0","GANEVICI, BO","15",",I","6",",I","0",",I","","","","","7.0",",,I,16,","45.3",",,,I"
"BOM00026947","1968-02","52.75","26.433","157.0","GANEVICI, BO","15",",I","4",",I","0",",I","","","","","5.4",",,I,25,","26.3",",,,I"
"BOM00026947","1968-03","52.75","26.433","157.0","GANEVICI, BO","12",",I","3",",I","0",",I","","","","","6.2",",,I,23,","24.3",",,,I"
"BOM00026947","1968-04","52.75","26.433","157.0","GANEVICI, BO","15",",I","8",",I","0",",I","","","","","23.0",",,I,08,","89.9",",,,I"
"BOM00026947","1968-05","52.75","26.433","157.0","GANEVICI, BO","14",",I","8",",I","0",",I","","","","","15.2",",,I,07,","69.1",",,,I"
"BOM00026947","1968-06","52.75","26.433","157.0","GANEVICI, BO","10",",I","7",",I","0",",I","","","","","17.6",",,I,09,","74.8",",,,I"
"BOM00026947","1968-07","52.75","26.433","157.0","GANEVICI, BO","12",",I","10",",I","1",",I","","","","","27.7",",,I,27,","114.5",",,,I"
"BOM00026947","1968-08","52.75","26.433","157.0","GANEVICI, BO","11",",I","7",",I","1",",I","","","","","33.9",",,I,10,","119.1",",,,I"
"BOM00026947","1968-09","52.75","26.433","157.0","GANEVICI, BO","10",",I","6",",I","0",",I","","","","","12.2",",,I,22,","39.1",",,,I"
"BOM00026947","1968-10","52.75","26.433","157.0","GANEVICI, BO","20",",I","8",",I","0",",I","","","","","19.7",",,I,13,","78.9",",,,I"
"BOM00026947","1968-11","52.75","26.433","157.0","GANEVICI, BO","12",",I","4",",I","0",",I","","","","","11.3",",,I,11,","29.2",",,,I"
"BOM00026947","1968-12","52.75","26.433","157.0","GANEVICI, BO","12","2,I","4","2,I","0","2,I","","","","","11.2","2,,I,19,","32.8","2,,,I"
"BOM00026947","1969-02","52.75","26.433","157.0","GANEVICI, BO","15",",I","3",",I","0",",I","","","","","10.4",",,I,16,","31.8",",,,I"
"BOM00026947","1969-03","52.75","26.433","157.0","GANEVICI, BO","7",",I","3",",I","0",",I","","","","","5.8",",,I,14,","19.6",",,,I"
"BOM00026947","1969-04","52.75","26.433","157.0","GANEVICI, BO","10",",I","6",",I","0",",I","","","","","12.0",",,I,19,","57.5",",,,I"
"BOM00026947","1969-05","52.75","26.433","157.0","GANEVICI, BO","11",",I","8",",I","0",",I","","","","","15.0",",,I,11,","59.4",",,,I"
"BOM00026947","1969-06","52.75","26.433","157.0","GANEVICI, BO","13",",I","5",",I","0",",I","","","","","7.3",",,I,10,","33.7",",,,I"
"BOM00026947","1969-07","52.75","26.433","157.0","GANEVICI, BO","6",",I","3",",I","1",",I","","","","","29.9",",,I,14,","41.3",",,,I"
"BOM00026947","1969-08","52.75","26.433","157.0","GANEVICI, BO","15",",I","10",",I","0",",I","","","","","13.5",",,I,29,","76.9",",,,I"
"BOM00026947","1969-09","52.75","26.433","157.0","GANEVICI, BO","8",",I","2",",I","0",",I","","","","","10.9",",,I,20,","22.8",",,,I"
"BOM00026947","1969-10","52.75","26.433","157.0","GANEVICI, BO","16",",I","6",",I","0",",I","","","","","16.6",",,I,28,","46.5",",,,I"
"BOM00026947","1969-11","52.75","26.433","157.0","GANEVICI, BO","20","3,I","11","3,I","0","3,I","","","","","18.9","3,,I,03,","73.4","3,,,I"
"BOM00026947","1969-12","52.75","26.433","157.0","GANEVICI, BO","16",",I","7",",I","0",",I","","","","","11.3",",,I,14,","50.7",",,,I"
"BOM00026947","1970-02","52.75","26.433","157.0","GANEVICI, BO","16",",I","5",",I","0",",I","","","","","7.0",",,I,11,","40.5",",,,I"
"BOM00026947","1970-03","52.75","26.433","157.0","GANEVICI, BO","15",",I","5",",I","0",",I","","","","","12.9",",,I,28,","48.2",",,,I"
"BOM00026947","1970-04","52.75","26.433","157.0","GANEVICI, BO","12",",I","7",",I","0",",I","","","","","9.7",",,I,29,","45.2",",,,I"
"BOM00026947","1970-05","52.75","26.433","157.0","GANEVICI, BO","14","1,I","8","1,I","0","1,I","","","","","16.9","1,,I,31,","77.7","1,,,I"
"BOM00026947","1970-06","52.75","26.433","157.0","GANEVICI, BO","13",",I","9",",I","0",",I","","","","","16.2",",,I,30,","85.6",",,,I"
"BOM00026947","1970-07","52.75","26.433","157.0","GANEVICI, BO","14",",I","6",",I","0",",I","","","","","11.4",",,I,26,","57.8",",,,I"
"BOM00026947","1970-08","52.75","26.433","157.0","GANEVICI, BO","9",",I","8",",I","1",",I","","","","","49.0",",,I,06,","113.4",",,,I"
"BOM00026947","1970-09","52.75","26.433","157.0","GANEVICI, BO","16",",I","7",",I","1",",I","","","","","28.3",",,I,03,","68.1",",,,I"
"BOM00026947","1970-10","52.75","26.433","157.0","GANEVICI, BO","16",",I","10",",I","0",",I","","","","","16.0",",,I,29,","89.4",",,,I"
"BOM00026947","1970-11","52.75","26.433","157.0","GANEVICI, BO","15",",I","8",",I","0",",I","","","","","10.4",",,I,06,","59.3",",,,I"
"BOM00026947","1970-12","52.75","26.433","157.0","GANEVICI, BO","20",",I","10",",I","0",",I","","","","","5.9",",,I,19,","53.6",",,,I"
"BOM00026947","1971-01","52.75","26.433","157.0","GANEVICI, BO","12",",I","4",",I","0",",I","","","","","9.8",",,I,04,","27.0",",,,I"
"BOM00026947","1971-05","52.75","26.433","157.0","GANEVICI, BO","10",",I","5",",I","0",",I","","","","","16.7",",,I,16,","59.8",",,,I"
"BOM00026947","1971-07","52.75","26.433","157.0","GANEVICI, BO","9",",I","2",",I","0",",I","","","","","23.7",",,I,03,","36.7",",,,I"
"BOM00026947","1971-08","52.75","26.433","157.0","GANEVICI, BO","6",",I","3",",I","2",",I","","","","","35.6",",,I,08,","69.5",",,,I"
"BOM00026947","1971-09","52.75","26.433","157.0","GANEVICI, BO","15",",I","7",",I","1",",I","","","","","26.3",",,I,09,","94.4",",,,I"
"BOM00026947","1972-03","52.75","26.433","157.0","GANEVICI, BO","11",",I","2",",I","0",",I","","","","","6.3",",,I,09,","19.8",",,,I"
"BOM00026947","1972-07","52.75","26.433","157.0","GANEVICI, BO","9","1,I","4","1,I","0","1,I","","","","","16.4","1,,I,27,","46.9","1,,,I"
"BOM00026947","1972-08","52.75","26.433","157.0","GANEVICI, BO","14",",I","6",",I","1",",I","","","","","29.5",",,I,19,","99.7",",,,I"
"BOM00026947","1972-09","52.75","26.433","157.0","GANEVICI, BO","13",",I","8",",I","0",",I","","","","","11.9",",,I,25,","61.4",",,,I"
"BOM00026947","1972-10","52.75","26.433","157.0","GANEVICI, BO","13",",I","7",",I","1",",I","","","","","29.4",",,I,14,","76.0",",,,I"
"BOM00026947","1972-11","52.75","26.433","157.0","GANEVICI, BO","21",",I","9",",I","0",",I","","","","","10.8",",,I,12,","66.8",",,,I"
"BOM00026947","1972-12","52.75","26.433","157.0","GANEVICI, BO","9",",I","0",",I","0",",I","","","","","2.2",",,I,09,","7.8",",,,I"
"BOM00026947","1973-01","52.75","26.433","157.0","GANEVICI, BO","5",",I","2",",I","0",",I","","","","","5.1",",,I,10,","11.4",",,,I"
