"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BR000344008","1979-08","-3.94","-44.02","32.0","PEDRAS, BR","8",",I","4",",I","0",",I","25.0",",,I,24,","58.7",",,,I"
"BR000344008","1979-09","-3.94","-44.02","32.0","PEDRAS, BR","6",",I","4",",I","1",",I","34.0",",,I,22,","62.1",",,,I"
"BR000344008","1979-10","-3.94","-44.02","32.0","PEDRAS, BR","2",",I","2",",I","0",",I","21.8",",,I,18,","28.0",",,,I"
"BR000344008","1979-11","-3.94","-44.02","32.0","PEDRAS, BR","6",",I","6",",I","0",",I","14.2",",,I,19,","42.5",",,,I"
"BR000344008","1979-12","-3.94","-44.02","32.0","PEDRAS, BR","5",",I","3",",I","2",",I","70.1",",,I,20,","118.8",",,,I"
"BR000344008","1980-01","-3.94","-44.02","32.0","PEDRAS, BR","15",",I","11",",I","3",",I","50.0",",,I,10,","197.7",",,,I"
"BR000344008","1980-02","-3.94","-44.02","32.0","PEDRAS, BR","23",",I","21",",I","4",",I","60.4",",,I,21,","451.8",",,,I"
"BR000344008","1980-03","-3.94","-44.02","32.0","PEDRAS, BR","23",",I","16",",I","2",",I","80.1",",,I,05,","321.3",",,,I"
"BR000344008","1980-04","-3.94","-44.02","32.0","PEDRAS, BR","13",",I","11",",I","3",",I","60.6",",,I,05,","230.0",",,,I"
"BR000344008","1980-05","-3.94","-44.02","32.0","PEDRAS, BR","10",",I","7",",I","0",",I","18.6",",,I,06,","67.1",",,,I"
"BR000344008","1980-06","-3.94","-44.02","32.0","PEDRAS, BR","6",",I","4",",I","0",",I","9.6",",,I,11,","24.2",",,,I"
"BR000344008","1980-07","-3.94","-44.02","32.0","PEDRAS, BR","2",",I","1",",I","0",",I","18.4",",,I,03,","19.8",",,,I"
"BR000344008","1980-08","-3.94","-44.02","32.0","PEDRAS, BR","2",",I","1",",I","0",",I","7.0",",,I,09,","9.0",",,,I"
"BR000344008","1980-09","-3.94","-44.02","32.0","PEDRAS, BR","5",",I","4",",I","1",",I","45.0",",,I,04,","58.0",",,,I"
"BR000344008","1980-10","-3.94","-44.02","32.0","PEDRAS, BR","1",",I","1",",I","0",",I","6.0",",,I,24,","6.0",",,,I"
"BR000344008","1980-11","-3.94","-44.02","32.0","PEDRAS, BR","5",",I","5",",I","1",",I","60.2",",,I,16,","102.6",",,,I"
"BR000344008","1980-12","-3.94","-44.02","32.0","PEDRAS, BR","8",",I","6",",I","0",",I","22.6",",,I,31,","92.6",",,,I"
"BR000344008","1981-01","-3.94","-44.02","32.0","PEDRAS, BR","16",",I","11",",I","3",",I","38.0",",,I,30,","211.6",",,,I"
"BR000344008","1981-02","-3.94","-44.02","32.0","PEDRAS, BR","10",",I","7",",I","0",",I","24.0",",,I,01,","126.8",",,,I"
"BR000344008","1981-03","-3.94","-44.02","32.0","PEDRAS, BR","15",",I","9",",I","3",",I","100.0",",,I,28,","264.2",",,,I"
"BR000344008","1981-04","-3.94","-44.02","32.0","PEDRAS, BR","7",",I","5",",I","2",",I","38.2",",,I,03,","127.0",",,,I"
"BR000344008","1981-05","-3.94","-44.02","32.0","PEDRAS, BR","7",",I","6",",I","0",",I","17.4",",,I,31,","71.5",",,,I"
"BR000344008","1981-06","-3.94","-44.02","32.0","PEDRAS, BR","2",",I","1",",I","0",",I","20.0",",,I,10,","21.8",",,,I"
"BR000344008","1981-07","-3.94","-44.02","32.0","PEDRAS, BR","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BR000344008","1981-08","-3.94","-44.02","32.0","PEDRAS, BR","1",",I","1",",I","0",",I","5.1",",,I,21,","5.1",",,,I"
"BR000344008","1981-09","-3.94","-44.02","32.0","PEDRAS, BR","2",",I","2",",I","0",",I","6.8",",,I,07,","9.7",",,,I"
"BR000344008","1981-10","-3.94","-44.02","32.0","PEDRAS, BR","1",",I","1",",I","0",",I","7.4",",,I,23,","7.4",",,,I"
"BR000344008","1981-11","-3.94","-44.02","32.0","PEDRAS, BR","3",",I","2",",I","0",",I","12.4",",,I,09,","23.0",",,,I"
"BR000344008","1981-12","-3.94","-44.02","32.0","PEDRAS, BR","9",",I","6",",I","1",",I","30.0",",,I,31,","86.5",",,,I"
"BR000344008","1982-01","-3.94","-44.02","32.0","PEDRAS, BR","19",",I","14",",I","3",",I","87.0",",,I,26,","279.7",",,,I"
"BR000344008","1982-02","-3.94","-44.02","32.0","PEDRAS, BR","22",",I","16",",I","3",",I","96.0",",,I,16,","334.4",",,,I"
"BR000344008","1982-03","-3.94","-44.02","32.0","PEDRAS, BR","18",",I","15",",I","5",",I","67.0",",,I,04,","350.8",",,,I"
"BR000344008","1982-04","-3.94","-44.02","32.0","PEDRAS, BR","20",",I","15",",I","7",",I","73.0",",,I,13,+","399.6",",,,I"
"BR000344008","1982-05","-3.94","-44.02","32.0","PEDRAS, BR","9",",I","7",",I","1",",I","39.0",",,I,12,","81.2",",,,I"
"BR000344008","1982-06","-3.94","-44.02","32.0","PEDRAS, BR","6",",I","3",",I","0",",I","10.2",",,I,07,","25.7",",,,I"
"BR000344008","1982-07","-3.94","-44.02","32.0","PEDRAS, BR","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BR000344008","1982-08","-3.94","-44.02","32.0","PEDRAS, BR","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BR000344008","1982-09","-3.94","-44.02","32.0","PEDRAS, BR","0",",I","0",",I","0",",I","0.0",",,I,30,+","0.0",",,,I"
"BR000344008","1982-10","-3.94","-44.02","32.0","PEDRAS, BR","3",",I","3",",I","0",",I","13.0",",,I,29,","24.0",",,,I"
"BR000344008","1982-11","-3.94","-44.02","32.0","PEDRAS, BR","1",",I","1",",I","0",",I","15.4",",,I,27,","15.4",",,,I"
"BR000344008","1982-12","-3.94","-44.02","32.0","PEDRAS, BR","5",",I","2",",I","0",",I","25.2",",,I,27,","37.6",",,,I"
"BR000344008","1983-01","-3.94","-44.02","32.0","PEDRAS, BR","9",",I","6",",I","0",",I","20.2",",,I,31,","72.0",",,,I"
"BR000344008","1983-02","-3.94","-44.02","32.0","PEDRAS, BR","15",",I","13",",I","3",",I","47.0",",,I,05,","178.6",",,,I"
"BR000344008","1983-03","-3.94","-44.02","32.0","PEDRAS, BR","15",",I","10",",I","3",",I","95.0",",,I,22,","282.6",",,,I"
"BR000344008","1983-04","-3.94","-44.02","32.0","PEDRAS, BR","10",",I","7",",I","3",",I","39.0",",,I,10,+","140.2",",,,I"
"BR000344008","1983-05","-3.94","-44.02","32.0","PEDRAS, BR","5",",I","3",",I","2",",I","34.0",",,I,02,","69.0",",,,I"
