"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00417706","1894-04","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00417706","1894-05","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00417706","1894-06","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,04,","","","","","","","0.0",",T,,6","","","","","","","",""
"USC00417706","1894-07","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","","","","","","","","","","","","","","","","","0",",6","31",",6","30",",6","","","","","","","","","","","","","40.6",",6,12,+","","","","","","","","","","","35.58",",,,6","",""
"USC00417706","1894-08","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","","","","","","","","","","","","","","","","","0",",6","31",",6","13",",6","","","","","","","","","","","","","37.2",",6,23,+","","","","","","","","","","","31.01",",,,6","",""
"USC00417706","1894-09","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","133.1","4,6","","","","","","","","","","","0",",6","0",",6","0","4,6","26","4,6","4","4,6","","","","","12.8",",6,25,+","","","","","","","33.9","4,6,15,","","","0.0","4,6","","","","","23.36","4,6","29.05","4,,,6","17.68",",,,6"
"USC00417706","1894-11","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","5.5",",6","0",",6","0",",6","0",",6","","","","","0",",6","1",",6","0",",6","27",",6","0",",6","","","","","-3.3",",6,16,","","","","","0.0",",,6,30,+","28.3",",6,22,","","","85.2",",6","0.0",",,,6","","","15.68",",6","23.84",",,,6","7.51",",,,6"
"USC00417706","1894-12","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","12.0","3,6","0",",6","0",",6","0",",6","","","","","0","2,6","5","2,6","0","1,6","23","1,6","0","1,6","","","","","-3.9","2,6,29,+","","","","","0.0",",T,6,14,+","30.6","1,6,27,+","","","120.7","1,6","0.0",",T,,6","","","14.67","3,6","22.70","1,,,6","6.65","2,,,6"
"USC00417706","1895-01","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","","","0",",T,6,26,","","","","","","","","","","","0",",T,,6","","","","","",""
"USC00417706","1895-02","30.024","-100.212","726.0","ROCKSPRINGS, TX US","","","0.0","2,6","","","","","","","","","1",",6","0","1,6","17","1,6","3","1,6","5","1,6","0","1,6","","","","","-15.6","1,6,15,","","","64",",,6,14,","","","27.2","1,6,21,","","","354.8","1,6","","","64",",,,6","4.44","2,6","11.58","1,,,6","-2.70","1,,,6"
