"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BC007034890","1958-04","-23.15","20.28","1250.0","NCOJANE, BC","4",",I","1",",I","0",",I","8.0",",,I,17,","11.5",",,,I"
"BC007034890","1958-05","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BC007034890","1958-06","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,30,+","0.0",",,,I"
"BC007034890","1958-07","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BC007034890","1958-08","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BC007034890","1958-09","-23.15","20.28","1250.0","NCOJANE, BC","1",",I","0",",I","0",",I","0.6",",,I,12,","0.6",",,,I"
"BC007034890","1958-10","-23.15","20.28","1250.0","NCOJANE, BC","1",",I","0",",I","0",",I","2.0",",,I,14,","2.0",",,,I"
"BC007034890","1958-11","-23.15","20.28","1250.0","NCOJANE, BC","5",",I","3",",I","0",",I","5.0",",,I,03,","14.2",",,,I"
"BC007034890","1958-12","-23.15","20.28","1250.0","NCOJANE, BC","6",",I","2",",I","0",",I","6.0",",,I,25,","13.7",",,,I"
"BC007034890","1959-01","-23.15","20.28","1250.0","NCOJANE, BC","8",",I","4",",I","0",",I","9.0",",,I,22,","23.5",",,,I"
"BC007034890","1959-02","-23.15","20.28","1250.0","NCOJANE, BC","5",",I","1",",I","0",",I","4.0",",,I,06,","6.1",",,,I"
"BC007034890","1959-03","-23.15","20.28","1250.0","NCOJANE, BC","2",",I","1",",I","1",",I","29.0",",,I,15,","29.5",",,,I"
"BC007034890","1959-04","-23.15","20.28","1250.0","NCOJANE, BC","2",",I","1",",I","0",",I","3.0",",,I,30,","3.5",",,,I"
"BC007034890","1959-05","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BC007034890","1959-06","-23.15","20.28","1250.0","NCOJANE, BC","1",",I","0",",I","0",",I","0.5",",,I,15,","0.5",",,,I"
"BC007034890","1959-07","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BC007034890","1959-08","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,31,+","0.0",",,,I"
"BC007034890","1959-09","-23.15","20.28","1250.0","NCOJANE, BC","0",",I","0",",I","0",",I","0.0",",,I,30,+","0.0",",,,I"
"BC007034890","1959-10","-23.15","20.28","1250.0","NCOJANE, BC","1",",I","0",",I","0",",I","0.5",",,I,20,","0.5",",,,I"
"BC007034890","1959-11","-23.15","20.28","1250.0","NCOJANE, BC","4",",I","1",",I","0",",I","3.0",",,I,08,","4.5",",,,I"
"BC007034890","1959-12","-23.15","20.28","1250.0","NCOJANE, BC","4",",I","0",",I","0",",I","2.0",",,I,22,","3.8",",,,I"
"BC007034890","1960-01","-23.15","20.28","1250.0","NCOJANE, BC","3",",I","2",",I","0",",I","20.0",",,I,23,","34.5",",,,I"
"BC007034890","1960-02","-23.15","20.28","1250.0","NCOJANE, BC","9",",I","4",",I","2",",I","60.0",",,I,22,","104.7",",,,I"
"BC007034890","1960-03","-23.15","20.28","1250.0","NCOJANE, BC","3",",I","2",",I","1",",I","32.0",",,I,15,","51.0",",,,I"
"BC007034890","1960-04","-23.15","20.28","1250.0","NCOJANE, BC","1",",I","0",",I","0",",I","0.5",",,I,20,","0.5",",,,I"
