"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00029656","1993-01","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","0.0","0","0.0","1,0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","11","1,0","0","1,0","","","","","0.0",",0,05,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,07,","24.4","1,0,28,","","","125.5","1,0","54.0",",,,0","0",",,,0","14.04","1,0","19.52","1,,,0","8.55",",,,0"
"USC00029656","1993-02","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","0.0","0","0.0","2,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","16",",0","0",",0","","","","","6.1","2,0,22,","0",",,0,28,+","0",",,0,28,+","10.7",",,0,07,","26.1",",0,06,","","","70.3",",0","30.1",",,,0","0",",,,0","15.58","2,0","21.47",",,,0","9.69","2,,,0"
"USC00029656","1993-03","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","86.7","0","86.7","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","5","1,0","","","","","5.6",",0,06,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,26,","34.4","1,0,10,","","","10.8","1,0","9.4",",,,0","0",",,,0","20.86","1,0","28.99","1,,,0","12.74",",,,0"
"USC00029656","1993-04","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","247.3","0","160.6","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","21","1,0","","","","","9.4","2,0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","38.9","1,0,30,","","","0.0","1,0","0.0",",,,0","0",",,,0","24.37","3,0","33.04","1,,,0","15.70","2,,,0"
"USC00029656","1993-05","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","564.0","0","316.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","1","","13.3",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.6",",0,10,","","","0.0",",0","0.0",",,,0","0",",,,0","28.55",",0","36.63",",,,0","20.47",",,,0"
"USC00029656","1993-06","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","918.5","0","354.5","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","29","1,0","27","1,0","","","","","14.4","3,0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","46.7","1,0,25,","","","0.0","1,0","0.0",",,,0","0",",,,0","32.18","4,0","40.56","1,,,0","23.81","3,,,0"
"USC00029656","1993-07","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","1336.7","0","418.2","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","31",",0","31",",0","","","","","21.1","4,0,25,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","45.0",",0,07,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","33.82","4,0","41.88",",,,0","25.75","4,,,0"
"USC00029656","1993-08","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","1829.8","0","493.1","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","31",",0","","","","","20.6","1,0,15,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,25,","48.3",",0,01,","0.0","0","0.0",",0","15.2",",,,0","0",",,,0","34.76","1,0","41.57",",,,0","27.95","1,,,0"
"USC00029656","1993-09","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","2227.2","0","397.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","","","1","","15.0",",0,19,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,05,","46.1",",0,08,","0.0","0","0.0",",0","2.3",",,,0","0",",,,0","31.58",",0","39.98",",,,0","23.18",",,,0"
"USC00029656","1993-10","32.7276","-114.6217","48.8","YUMA QUARTERMASTER DEPOT, AZ US","2456.2","0","229.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","11.7",",0,24,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,16,","41.7",",0,03,+","0.0","0","0.0",",0","2.1",",,,0","0",",,,0","25.72",",0","33.77",",,,0","17.67",",,,0"
