"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004113","1999-02","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","0.0","W","0.0",",W","0",",W","0",",W","0",",W","","","","","0",",W","12",",W","0",",W","0",",W","0",",W","","","","","","","-7.2",",W,11,","","","","","0.0",",T,W,28,+","17.8",",W,24,","","","344.2",",W","0.0",",T,,W","","","6.04",",W","11.75",",,,W","0.34",",,,W","","","210",",W","190",",W","20.1",",W","24.1",",W"
"USW00004113","1999-03","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.7",",W","0.0","W","0.0",",W","0",",W","0",",W","0",",W","","","","","0",",W","17",",W","0",",W","0",",W","0",",W","","","","","","","-5.6",",W,06,","","","","","0.0",",T,W,31,+","20.0",",W,22,+","","","356.6",",W","0.0",",T,,W","","","6.83",",W","13.96",",,,W","-0.30",",,,W","","","260",",W","240",",W","17.0",",W","20.1",",W"
"USW00004113","1999-04","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.7",",W","0.0","W","0.0","1,W","0",",W","0",",W","0",",W","","","","","0",",W","15",",W","0","1,W","8","1,W","0","1,W","","","","","","","-7.2",",W,02,","","","","","0.0",",T,W,25,+","26.7","1,W,24,","","","262.5","1,W","0.0",",T,,W","","","9.23","1,W","18.02","1,,,W","0.43",",,,W","","","240",",W","250",",W","14.3",",W","17.9",",W"
"USW00004113","1999-05","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.3",",W","4.1","W","4.1",",W","5",",W","3",",W","0",",W","","","","","0",",W","3",",W","0",",W","16",",W","1",",W","","","","","","","-3.9",",W,10,","","","","","4.8",",,W,17,","34.4",",W,24,","","","158.6",",W","14.5",",,,W","","","13.35",",W","21.72",",,,W","4.98",",,,W","","","250",",W","250",",W","14.8",",W","19.7",",W"
"USW00004113","1999-06","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","5.2",",W","59.1","W","55.0","1,W","3",",W","1",",W","0",",W","","","","","0","1,W","0","1,W","0","1,W","24","1,W","4","1,W","","","","","","","4.4","1,W,09,","","","","","9.9",",,W,24,","36.7","1,W,15,","","","42.8","1,W","12.2",",,,W","","","18.75","1,W","26.72","1,,,W","10.79","1,,,W","","","250",",W","250",",W","21.9",",W","26.8",",W"
"USW00004113","1999-07","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","152.8","W","93.7",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","15",",W","","","","","","","5.0",",W,05,","","","","","0.0",",T,W,24,+","38.9",",W,28,","8.6","W","8.6",",W","0.0",",T,,W","","","21.08",",W","30.86",",,,W","11.29",",,,W","","","250",",W","240",",W","16.1",",W","20.6",",W"
"USW00004113","1999-08","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.7",",W","306.6","W","153.8","1,W","1",",W","1",",W","0",",W","","","","","0","1,W","0","1,W","0","1,W","29","1,W","17","1,W","","","","","","","7.8","1,W,31,","","","","","3.8",",,W,30,","37.8","1,W,02,","16.9","W","8.3","1,W","3.8",",,,W","","","23.18","1,W","31.90","1,,,W","14.47","1,,,W","","","260",",W","60",",W","13.4",",W","18.3",",W"
"USW00004113","1999-09","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.7",",W","313.8","W","7.2",",W","1",",W","0",",W","0",",W","","","","","0",",W","2",",W","0",",W","27",",W","2",",W","","","","","","","-2.2",",W,27,","","","","","0.3",",,W,23,","32.8",",W,22,","97.2","W","80.3",",W","0.3",",,,W","","","15.90",",W","26.74",",,,W","5.05",",,,W","","","250",",W","250",",W","18.3",",W","21.9",",W"
"USW00004113","1999-10","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.9","2,W","314.1","W","0.3","1,W","4","1,W","3","1,W","0","1,W","","","","","0","1,W","15","1,W","0","1,W","8","1,W","0","1,W","","","","","","","-6.1","1,W,16,","","","","","16.3","1,,W,26,","26.7","1,W,13,","350.3","W","253.1","1,W","28.5","1,,,W","","","9.91","1,W","18.35","1,,,W","1.46","1,,,W","","","230","1,W","230","1,W","14.3","1,W","17.4","1,W"
"USW00004113","1999-11","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.6",",W","314.1","W","0.0",",W","16",",W","2",",W","0",",W","","","","","0",",W","11",",W","0",",W","2",",W","0",",W","","","","","","","-3.9",",W,18,","","","","","6.1",",,W,05,","23.3",",W,12,","686.2","W","335.9",",W","18.2",",,,W","","","7.14",",W","12.64",",,,W","1.63",",,,W","","","250",",W","250",",W","14.3",",W","16.5",",W"
"USW00004113","1999-12","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.1",",W","314.1","W","0.0",",W","2","2,W","0","2,W","0","2,W","","","","","0",",W","18",",W","2",",W","0",",W","0",",W","","","","","","","-6.1",",W,21,","","","","","0.5","2,,W,06,","16.1",",W,12,","1136.6","W","450.4",",W","0.8","2,,,W","","","3.80",",W","7.71",",,,W","-0.11",",,,W","","","250",",W","240",",W","19.2",",W","21.9",",W"
"USW00004113","2000-01","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.9",",W","0.0","W","0.0",",W","7","3,W","4","3,W","0","3,W","","","","","0",",W","22",",W","3",",W","0",",W","0",",W","","","","","","","-7.2",",W,28,","","","","","6.6","3,,W,23,","14.4",",W,09,","1645.3","W","508.7",",W","17.0","3,,,W","","","1.92",",W","5.59",",,,W","-1.74",",,,W","","","250",",W","250",",W","20.1",",W","24.6",",W"
"USW00004113","2000-02","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.3",",W","0.0","W","0.0",",W","12",",W","7",",W","0",",W","","","","","0",",W","21",",W","0",",W","0",",W","0",",W","","","","","","","-7.2",",W,18,","","","","","12.2",",,W,26,","17.8",",W,22,","2070.8","W","425.5",",W","53.3",",,,W","","","3.66",",W","8.89",",,,W","-1.57",",,,W","","","170",",W","160",",W","10.7",",W","13.0",",W"
"USW00004113","2000-03","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.4",",W","0.0","W","0.0",",W","13",",W","3",",W","0",",W","","","","","0",",W","20",",W","0",",W","0",",W","0",",W","","","","","","","-5.0",",W,20,","","","","","7.6",",,W,04,","19.4",",W,31,+","2431.9","W","361.1",",W","25.9",",,,W","","","6.69",",W","13.87",",,,W","-0.50",",,,W","","","250",",W","250",",W","17.0",",W","20.6",",W"
"USW00004113","2000-04","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.8",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","0",",W","6",",W","0",",W","15",",W","0",",W","","","","","","","-3.3",",W,08,","","","","","1.0",",,W,13,","28.3",",W,12,","2615.8","W","183.9",",W","2.0",",,,W","","","12.20",",W","21.00",",,,W","3.41",",,,W","","","250",",W","240",",W","16.1",",W","20.1",",W"
"USW00004113","2000-05","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.6",",W","15.2","W","15.2",",W","13",",W","3",",W","0",",W","","","","","0",",W","2",",W","0",",W","21",",W","1",",W","","","","","","","-2.8",",W,06,","","","","","11.9",",,W,30,","32.2",",W,21,","2716.2","W","100.4",",W","33.9",",,,W","","","15.59",",W","23.18",",,,W","7.99",",,,W","","","260",",W","260",",W","18.3",",W","21.9",",W"
"USW00004113","2000-06","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.0","1,W","71.3","W","56.1",",W","1",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","28",",W","7",",W","","","","","","","4.4",",W,01,","","","","","9.7",",,W,08,","37.2",",W,28,","2735.7","W","19.5",",W","9.7",",,,W","","","19.55",",W","28.81",",,,W","10.29",",,,W","","","260",",W","250",",W","15.6",",W","17.9",",W"
"USW00004113","2000-07","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","215.4","W","144.1",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","18",",W","","","","","","","5.6",",W,16,","","","","","0.0",",T,W,21,+","40.0",",W,21,","4.4","W","4.4",",W","0.0",",T,,W","","","22.84",",W","32.01",",,,W","13.67",",,,W","","","240",",W","250",",W","15.6",",W","19.2",",W"
"USW00004113","2000-08","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.2",",W","336.2","W","120.8",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","14",",W","","","","","","","4.4",",W,28,","","","","","0.0",",T,W,24,+","38.3",",W,08,","14.7","W","10.3",",W","0.0",",T,,W","","","21.90",",W","31.54",",,,W","12.25",",,,W","","","290",",W","290",",W","14.3",",W","17.9",",W"
"USW00004113","2000-09","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.2",",W","360.4","W","24.2",",W","6",",W","3",",W","0",",W","","","","","0",",W","4",",W","0",",W","22",",W","1",",W","","","","","","","-3.3",",W,24,+","","","","","7.6",",,W,30,","32.2",",W,18,","95.5","W","80.8",",W","21.7",",,,W","","","16.45",",W","24.76",",,,W","8.13",",,,W","","","30",",W","240",",W","13.4",",W","16.5",",W"
"USW00004113","2000-10","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.7",",W","360.4","W","0.0",",W","12",",W","3",",W","0",",W","","","","","0",",W","11",",W","0",",W","4",",W","0",",W","","","","","","","-3.3",",W,23,","","","","","18.8",",,W,10,","24.4",",W,01,","353.0","W","257.5",",W","38.1",",,,W","","","10.03",",W","17.22",",,,W","2.83",",,,W","","","260",",W","260",",W","14.3",",W","17.4",",W"
"USW00004113","2000-11","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","1.9",",W","360.4","W","0.0",",W","11",",W","4",",W","0",",W","","","","","0",",W","27",",W","3",",W","0",",W","0",",W","","","","","","","-9.4",",W,20,+","","","","","19.3",",,W,08,","15.6",",W,03,","867.1","W","514.1",",W","34.1",",,,W","","","1.20",",W","5.91",",,,W","-3.52",",,,W","","","250",",W","270",",W","16.5",",W","21.9",",W"
"USW00004113","2000-12","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.1",",W","360.4","W","0.0",",W","12",",W","3",",W","0",",W","","","","","0",",W","27",",W","7",",W","0",",W","0",",W","","","","","","","-10.0",",W,12,","","","","","6.6",",,W,14,","9.4",",W,17,","1433.7","W","566.6",",W","20.3",",,,W","","","0.06",",W","2.67",",,,W","-2.56",",,,W","","","250",",W","250",",W","16.1",",W","20.1",",W"
"USW00004113","2001-01","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.2",",W","0.0","W","0.0",",W","12",",W","3",",W","0",",W","","","","","0",",W","25",",W","1",",W","0",",W","0",",W","","","","","","","-6.1",",W,26,+","","","","","5.8",",,W,19,","14.4",",W,05,","1968.5","W","534.8",",W","19.1",",,,W","","","1.08",",W","3.93",",,,W","-1.76",",,,W","","","260",",W","260",",W","15.6",",W","17.9",",W"
"USW00004113","2001-02","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.3",",W","0.0","W","0.0",",W","4",",W","1",",W","0",",W","","","","","0",",W","25",",W","1",",W","0",",W","0",",W","","","","","","","-10.0",",W,07,","","","","","2.8",",,W,04,","12.2",",W,24,","2423.4","W","454.9",",W","6.2",",,,W","","","2.09",",W","7.54",",,,W","-3.37",",,,W","","","260",",W","270",",W","12.5",",W","15.6",",W"
"USW00004113","2001-03","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.6",",W","0.0","W","0.0",",W","2",",W","1",",W","0",",W","","","","","0",",W","16",",W","0",",W","0",",W","0",",W","","","","","","","-6.7",",W,03,","","","","","2.8",",,W,08,","20.0",",W,24,","2764.1","W","340.7",",W","4.8",",,,W","","","7.34",",W","14.65",",,,W","0.04",",,,W","","","270",",W","270",",W","19.7",",W","23.7",",W"
"USW00004113","2001-04","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.8",",W","1.1","W","1.1",",W","8",",W","5",",W","0",",W","","","","","0",",W","5",",W","0",",W","5",",W","0",",W","","","","","","","-5.0",",W,05,","","","","","16.3",",,W,10,","27.8",",W,26,+","3017.4","W","253.3",",W","42.8",",,,W","","","9.93",",W","16.82",",,,W","3.04",",,,W","","","260",",W","270",",W","13.9",",W","17.9",",W"
"USW00004113","2001-05","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.6",",W","33.3","W","32.2",",W","4",",W","1",",W","0",",W","","","","","0",",W","2",",W","0",",W","23",",W","6",",W","","","","","","","-0.6",",W,06,+","","","","","3.6",",,W,14,","37.2",",W,23,","3127.0","W","109.6",",W","5.2",",,,W","","","15.84",",W","25.35",",,,W","6.33",",,,W","","","250",",W","270",",W","14.8",",W","18.3",",W"
"USW00004113","2001-06","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","61.4","W","28.1","1,W","7",",W","3",",W","0",",W","","","","","0","1,W","0","1,W","0","1,W","26","1,W","2","1,W","","","","","","","4.4","1,W,19,","","","","","5.3",",,W,12,","32.8","1,W,20,","3166.7","W","39.7","1,W","17.3",",,,W","","","17.93","1,W","25.69","1,,,W","10.17","1,,,W","","","250",",W","260",",W","15.6",",W","18.3",",W"
"USW00004113","2001-07","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","197.4","W","136.0","1,W","3",",W","0",",W","0",",W","","","","","0","1,W","0","1,W","0","1,W","30","1,W","17","1,W","","","","","","","8.3","1,W,02,","","","","","1.3",",,W,12,","38.9","1,W,04,","1.1","W","1.1","1,W","2.9",",,,W","","","22.83","1,W","31.44","1,,,W","14.22","1,,,W","","","250",",W","240",",W","19.2",",W","21.5",",W"
"USW00004113","2001-08","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.4",",W","357.1","W","159.7",",W","2",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","20",",W","","","","","","","6.1",",W,25,","","","","","2.0",",,W,22,","39.4",",W,13,","2.5","W","1.4",",W","3.5",",,,W","","","23.44",",W","33.19",",,,W","13.69",",,,W","","","270",",W","280",",W","10.3",",W","13.0",",W"
"USW00004113","2001-09","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.0",",W","401.7","W","44.6",",W","2",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","4",",W","","","","","","","1.1",",W,29,","","","","","1.8",",,W,26,","33.9",",W,15,+","36.9","W","34.4",",W","2.1",",,,W","","","18.67",",W","28.50",",,,W","8.84",",,,W","","","230",",W","240",",W","14.3",",W","17.4",",W"
"USW00004113","2001-10","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.6",",W","401.7","W","0.0",",W","7",",W","3",",W","0",",W","","","","","0",",W","5",",W","0",",W","8",",W","0",",W","","","","","","","-2.2",",W,05,","","","","","15.0",",,W,10,","28.3",",W,01,","267.2","W","230.3",",W","30.1",",,,W","","","10.90",",W","18.08",",,,W","3.73",",,,W","","","250",",W","250",",W","18.3",",W","21.5",",W"
"USW00004113","2001-11","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","2.6",",W","401.7","W","0.0","3,W","11",",W","5",",W","0",",W","","","","","0","3,W","14","3,W","0","2,W","0","2,W","0","2,W","","","","","","","-6.7","3,W,08,","","","","","11.2",",,W,16,","20.6","2,W,14,","604.8","W","337.6","2,W","30.4",",,,W","","","5.79","3,W","10.65","2,,,W","0.92","3,,,W","","","250",",W","250",",W","15.6",",W","17.9",",W"
"USW00004113","2001-12","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.3",",W","401.7","W","0.0","1,W","12",",W","3",",W","0",",W","","","","","0","1,W","20","1,W","1","1,W","0","1,W","0","1,W","","","","","","","-6.1","1,W,18,","","","","","3.6",",,W,10,+","16.7","1,W,16,","1061.4","W","456.6","1,W","20.4",",,,W","","","3.11","1,W","7.05","1,,,W","-0.83","1,,,W","","","260",",W","200",",W","17.4",",W","21.0",",W"
"USW00004113","2002-01","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.1",",W","0.0","W","0.0","3,W","2","1,W","1","1,W","0","1,W","","","","","0","3,W","17","3,W","0","3,W","0","3,W","0","3,W","","","","","","","-10.6","3,W,29,","","","","","4.1","1,,W,02,","19.4","3,W,07,","1482.9","W","421.5","3,W","5.1","1,,,W","","","3.28","3,W","7.79","3,,,W","-1.23","3,,,W","0","5,W","250",",W","240",",W","19.2",",W","23.2",",W"
"USW00004113","2002-02","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.0",",W","0.0","W","0.0",",W","5",",W","2",",W","0",",W","","","","","0",",W","23",",W","0",",W","0",",W","0",",W","","","","","","","-9.4",",W,27,","","","","","10.9",",,W,23,","19.4",",W,21,","1913.3","W","430.4",",W","22.9",",,,W","","","2.96",",W","10.17",",,,W","-4.25",",,,W","","","230",",W","220",",W","19.2",",W","22.8",",W"
"USW00004113","2002-03","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.3",",W","0.0","W","0.0",",W","3",",W","1",",W","0",",W","","","","","0",",W","20",",W","0",",W","0",",W","0",",W","","","","","","","-9.4",",W,02,","","","","","10.9",",,W,06,","20.6",",W,31,","2308.2","W","394.9",",W","12.7",",,,W","","","5.60",",W","11.94",",,,W","-0.75",",,,W","0","3,W","260",",W","240",",W","14.8",",W","17.4",",W"
"USW00004113","2002-04","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","0.0","W","0.0",",W","5",",W","1",",W","0",",W","","","","","0",",W","12",",W","0",",W","7",",W","0",",W","","","","","","","-6.1",",W,03,","","","","","3.3",",,W,13,","24.4",",W,30,","2540.4","W","232.2",",W","5.9",",,,W","","","10.59",",W","18.83",",,,W","2.35",",,,W","","","250",",W","260",",W","17.4",",W","20.1",",W"
"USW00004113","2002-05","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.1",",W","5.6","W","5.6",",W","7",",W","4",",W","0",",W","","","","","0",",W","2",",W","0",",W","21",",W","0",",W","","","","","","","-2.2",",W,08,","","","","","4.6",",,W,27,+","30.0",",W,27,","2664.7","W","124.3",",W","16.9",",,,W","","","14.50",",W","22.52",",,,W","6.49",",,,W","","","250",",W","250",",W","17.9",",W","21.0",",W"
"USW00004113","2002-06","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.2",",W","87.4","W","81.8",",W","8",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","27",",W","9",",W","","","","","","","4.4",",W,07,","","","","","5.3",",,W,09,","38.9",",W,26,","2690.6","W","25.9",",W","24.8",",,,W","","","20.20",",W","28.86",",,,W","11.54",",,,W","0","4,","240",",W","240",",W","14.3",",W","17.4",",W"
"USW00004113","2002-07","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","4.2",",W","259.0","W","171.6","2,W","3",",W","0",",W","0",",W","","","","","0","2,W","0","2,W","0","2,W","29","2,W","22","2,W","","","","","","","6.7","2,W,02,","","","","","1.3",",,W,07,","42.2","2,W,13,","1.4","W","1.4","2,W","2.6",",,,W","","","24.20","2,W","33.84","2,,,W","14.56","2,,,W","","","250",",W","240",",W","13.4",",W","17.0",",W"
"USW00004113","2002-08","45.82583","-119.26111","195.4","HERMISTON MUNICIPAL AIRPORT, OR US","3.4",",W","352.2","W","93.2","2,W","2",",W","0",",W","0",",W","","","","","0","2,W","0","2,W","0","2,W","29","2,W","13","2,W","","","","","","","5.0","2,W,01,","","","","","1.0",",,W,06,","38.3","2,W,14,","4.7","W","3.3","2,W","1.3",",,,W","","","21.43","2,W","31.53","2,,,W","11.33","2,,,W","0","2,W","250",",W","260",",W","12.5",",W","16.1",",W"
